"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage"
"","814","71","1500","0","stim","poldrack-categorize","10","36885","0.0-4.0-6.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","4","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","11","37141","0.0-4.0-7.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"","723","82","1500","0","stim","poldrack-categorize","12","39152","0.0-4.0-8.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","5","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","13","39408","0.0-4.0-9.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"","931","82","1500","0","stim","poldrack-categorize","14","41418","0.0-4.0-10.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","6","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","15","41673","0.0-4.0-11.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"","971","89","1500","0","stim","poldrack-categorize","16","43683","0.0-4.0-12.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","7","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","17","43939","0.0-4.0-13.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"","691","71","1500","0","stim","poldrack-categorize","18","45950","0.0-4.0-14.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","8","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","19","46206","0.0-4.0-15.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"","591","89","1500","0","stim","poldrack-categorize","20","48217","0.0-4.0-16.0-0.0","stroop","","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","9","practice"
"","-1","-1","250","0","fixation","poldrack-single-stim","21","48472","0.0-4.0-17.0","stroop","","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","",""
"<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","27855","32","27855","0","fmri_scanner_wait","poldrack-text","22","76328","0.0-5.0","stroop","56931,58790,59832,59866,60133,62990","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1242","84","1242","0","fmri_trigger_wait","poldrack-text","23","77571","0.0-6.0","stroop","","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","84","678","0","fmri_trigger_wait","poldrack-text","24","78250","0.0-7.0","stroop","77571","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","25","78931","0.0-8.0","stroop","78250","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","26","79611","0.0-9.0","stroop","78931","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","27","80290","0.0-10.0","stroop","79611","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","28","80970","0.0-11.0","stroop","80290","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","29","81651","0.0-12.0","stroop","80970","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","30","82331","0.0-13.0","stroop","81651","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","31","83011","0.0-14.0","stroop","82331","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","32","83690","0.0-15.0","stroop","83011","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","84","680","0","fmri_trigger_wait","poldrack-text","33","84370","0.0-16.0","stroop","83690","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","84","681","0","fmri_trigger_wait","poldrack-text","34","85051","0.0-17.0","stroop","84370","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","84","679","0","fmri_trigger_wait","poldrack-text","35","85730","0.0-18.0","stroop","85052","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","682","84","682","0","fmri_trigger_wait","poldrack-text","36","86412","0.0-19.0","stroop","85730","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","84","678","0","fmri_trigger_wait","poldrack-text","37","87090","0.0-20.0","stroop","86412","","","","","","","","","","",""
"<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","84","681","0","fmri_trigger_wait","poldrack-text","38","87771","0.0-21.0","stroop","87090","","","","","","","","","","",""
"","-1","-1","1000","0","fmri_buffer","poldrack-single-stim","39","88776","0.0-22.0","stroop","87772,88450","","none","1000","","","","","","","",""
"","-1","-1","1500","500","test_start_block","poldrack-single-stim","40","90282","0.0-23.0","stroop","89130,89811","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","",""
"","-1","-1","500","0","fixation","poldrack-single-stim","41","91291","0.0-24.0","stroop","90491,91171","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","",""
"","1104","71","2272","0","stim","poldrack-single-stim","42","93568","0.0-25.0-0.0","stroop","91849,92530,93210","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","0","test"
"","519","71","2000","0","stim","poldrack-single-stim","43","95573","0.0-25.0-1.0","stroop","93890,94570,95250","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","1","test"
"","646","71","2000","0","stim","poldrack-single-stim","44","97579","0.0-25.0-2.0","stroop","95930,96611,97290","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","2","test"
"","464","71","2000","0","stim","poldrack-single-stim","45","99584","0.0-25.0-3.0","stroop","97970,98650,99330","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","3","test"
"","872","89","2000","0","stim","poldrack-single-stim","46","101589","0.0-25.0-4.0","stroop","100010,100690,101370","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","4","test"
"","758","71","2136","0","stim","poldrack-single-stim","47","103732","0.0-25.0-5.0","stroop","102050,102730,103410","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","5","test"
"","622","82","2000","0","stim","poldrack-single-stim","48","105737","0.0-25.0-6.0","stroop","104090,104770,105450","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","6","test"
"","811","82","2000","0","stim","poldrack-single-stim","49","107742","0.0-25.0-7.0","stroop","106130,106810,107490","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","7","test"
"","689","82","2136","0","stim","poldrack-single-stim","50","109885","0.0-25.0-8.0","stroop","108171,108850,109531","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","8","test"
"","711","71","2000","0","stim","poldrack-single-stim","51","111890","0.0-25.0-9.0","stroop","110211,110890,111570","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","false","89","","incongruent","red","green","9","test"
"","682","89","2000","0","stim","poldrack-single-stim","52","113895","0.0-25.0-10.0","stroop","112251,112930,113611","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","10","test"
"","1248","82","2136","0","stim","poldrack-single-stim","53","116037","0.0-25.0-11.0","stroop","114291,114971,115651","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","11","test"
"","570","82","2136","0","stim","poldrack-single-stim","54","118178","0.0-25.0-12.0","stroop","116331,117012,117691","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","12","test"
"","739","71","2272","0","stim","poldrack-single-stim","55","120455","0.0-25.0-13.0","stroop","118370,119050,119730,120410","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","13","test"
"","852","82","2680","0","stim","poldrack-single-stim","56","123138","0.0-25.0-14.0","stroop","121090,121770,122449,123129","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","14","test"
"","940","71","2000","0","stim","poldrack-single-stim","57","125143","0.0-25.0-15.0","stroop","123810,124490","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","15","test"
"","542","71","2000","0","stim","poldrack-single-stim","58","127148","0.0-25.0-16.0","stroop","125170,125849,126529","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","16","test"
"","588","89","2272","0","stim","poldrack-single-stim","59","129425","0.0-25.0-17.0","stroop","127210,127890,128570,129250","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","17","test"
"","711","71","2000","0","stim","poldrack-single-stim","60","131431","0.0-25.0-18.0","stroop","129930,130610,131290","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","18","test"
"","1004","71","2000","0","stim","poldrack-single-stim","61","133436","0.0-25.0-19.0","stroop","131971,132650,133331","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","19","test"
"","815","82","2000","0","stim","poldrack-single-stim","62","135441","0.0-25.0-20.0","stroop","134011,134691,135371","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","20","test"
"","649","71","2000","0","stim","poldrack-single-stim","63","137444","0.0-25.0-21.0","stroop","136051,136731,137412","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","21","test"
"","651","71","2000","0","stim","poldrack-single-stim","64","139449","0.0-25.0-22.0","stroop","138091,138771","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","22","test"
"","399","71","2000","0","stim","poldrack-single-stim","65","141455","0.0-25.0-23.0","stroop","139451,140131,140810","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","23","test"
"","507","89","2272","0","stim","poldrack-single-stim","66","143732","0.0-25.0-24.0","stroop","141490,142170,142851,143531","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","24","test"
"","519","89","2000","0","stim","poldrack-single-stim","67","145738","0.0-25.0-25.0","stroop","144211,144890,145570","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","25","test"
"","485","89","2408","0","stim","poldrack-single-stim","68","148152","0.0-25.0-26.0","stroop","146249,146929,147611","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","26","test"
"","503","71","2000","0","stim","poldrack-single-stim","69","150157","0.0-25.0-27.0","stroop","148290,148970,149650","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","27","test"
"","714","89","2136","0","stim","poldrack-single-stim","70","152300","0.0-25.0-28.0","stroop","150330,151010,151690","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","28","test"
"","741","71","2000","0","stim","poldrack-single-stim","71","154305","0.0-25.0-29.0","stroop","152371,153050,153730","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","29","test"
"","543","71","2000","0","stim","poldrack-single-stim","72","156310","0.0-25.0-30.0","stroop","154410,155091,155770","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","30","test"
"","518","89","2000","0","stim","poldrack-single-stim","73","158316","0.0-25.0-31.0","stroop","156451,157131,157811","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","31","test"
"","608","82","2272","0","stim","poldrack-single-stim","74","160593","0.0-25.0-32.0","stroop","158490,159170,159850,160531","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","32","test"
"","803","89","2000","0","stim","poldrack-single-stim","75","162594","0.0-25.0-33.0","stroop","161211,161891,162571","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","33","test"
"","703","71","2272","0","stim","poldrack-single-stim","76","164872","0.0-25.0-34.0","stroop","163251,163931,164611","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","34","test"
"","810","82","2272","0","stim","poldrack-single-stim","77","167149","0.0-25.0-35.0","stroop","165291,165971,166651","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","35","test"
"","610","71","2000","0","stim","poldrack-single-stim","78","169154","0.0-25.0-36.0","stroop","167331,168012,168691","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","false","89","","incongruent","red","green","36","test"
"","653","82","2680","0","stim","poldrack-single-stim","79","171841","0.0-25.0-37.0","stroop","169371,170051,170730,171410","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","37","test"
"","753","82","2000","0","stim","poldrack-single-stim","80","173846","0.0-25.0-38.0","stroop","172090,172769,173450","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","38","test"
"","594","89","2272","0","stim","poldrack-single-stim","81","176123","0.0-25.0-39.0","stroop","174130,174810,175490","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","39","test"
"","825","82","2000","0","stim","poldrack-single-stim","82","178130","0.0-25.0-40.0","stroop","176171,176850,177530","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","40","test"
"","604","89","2000","0","stim","poldrack-single-stim","83","180136","0.0-25.0-41.0","stroop","178211,178891,179570","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","41","test"
"","1043","89","2272","0","stim","poldrack-single-stim","84","182413","0.0-25.0-42.0","stroop","180251,180931,181610,182291","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","42","test"
"","450","89","2136","0","stim","poldrack-single-stim","85","184555","0.0-25.0-43.0","stroop","182971,183651,184331","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","43","test"
"","596","71","2544","0","stim","poldrack-single-stim","86","187104","0.0-25.0-44.0","stroop","185011,185691,186371,187051","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","44","test"
"","786","71","2408","0","stim","poldrack-single-stim","87","189518","0.0-25.0-45.0","stroop","187731,188412,189091","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","45","test"
"","643","82","2000","0","stim","poldrack-single-stim","88","191523","0.0-25.0-46.0","stroop","189771,190450,191130","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","46","test"
"","627","82","2000","0","stim","poldrack-single-stim","89","193529","0.0-25.0-47.0","stroop","191811,192490,193171","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","47","test"
"","523","71","2000","0","stim","poldrack-single-stim","90","195534","0.0-25.0-48.0","stroop","193851,194530,195211","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","48","test"
"","425","89","2544","0","stim","poldrack-single-stim","91","198083","0.0-25.0-49.0","stroop","195891,196571,197249,197930","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","49","test"
"","488","89","2136","0","stim","poldrack-single-stim","92","200226","0.0-25.0-50.0","stroop","198610,199290,199970","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","50","test"
"","603","82","2000","0","stim","poldrack-single-stim","93","202231","0.0-25.0-51.0","stroop","200651,201330,202010","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","51","test"
"","497","82","2000","0","stim","poldrack-single-stim","94","204236","0.0-25.0-52.0","stroop","202691,203370,204050","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","52","test"
"","637","82","2272","0","stim","poldrack-single-stim","95","206514","0.0-25.0-53.0","stroop","204730,205410,206090","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","53","test"
"","728","71","2000","0","stim","poldrack-single-stim","96","208519","0.0-25.0-54.0","stroop","206771,207451,208131","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","false","89","","incongruent","red","green","54","test"
"","998","82","2000","0","stim","poldrack-single-stim","97","210524","0.0-25.0-55.0","stroop","208812,209491,210171","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","55","test"
"","714","89","2136","0","stim","poldrack-single-stim","98","212666","0.0-25.0-56.0","stroop","210851,211531,212210","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","56","test"
"","1090","82","2000","0","stim","poldrack-single-stim","99","214672","0.0-25.0-57.0","stroop","212891,213570,214251","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","57","test"
"","542","82","2272","0","stim","poldrack-single-stim","100","216949","0.0-25.0-58.0","stroop","214931,215611,216291","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","58","test"
"","612","82","2136","0","stim","poldrack-single-stim","101","219091","0.0-25.0-59.0","stroop","216971,217651,218331,219012","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","59","test"
"","490","71","2408","0","stim","poldrack-single-stim","102","221504","0.0-25.0-60.0","stroop","219691,220371,221051","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","60","test"
"","500","89","2000","0","stim","poldrack-single-stim","103","223509","0.0-25.0-61.0","stroop","221730,222411,223090","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","61","test"
"","961","82","2000","0","stim","poldrack-single-stim","104","225514","0.0-25.0-62.0","stroop","223771,224450,225130","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","false","71","","congruent","blue","blue","62","test"
"","614","89","2816","0","stim","poldrack-single-stim","105","228335","0.0-25.0-63.0","stroop","225810,226490,227170,227850","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","63","test"
"","644","82","2000","0","stim","poldrack-single-stim","106","230341","0.0-25.0-64.0","stroop","228530,229210,229890","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","64","test"
"","715","82","2000","0","stim","poldrack-single-stim","107","232345","0.0-25.0-65.0","stroop","230571,231250,231931","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","65","test"
"","481","71","2136","0","stim","poldrack-single-stim","108","234488","0.0-25.0-66.0","stroop","232610,233291,233970","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","66","test"
"","487","89","2000","0","stim","poldrack-single-stim","109","236493","0.0-25.0-67.0","stroop","234650,235331,236013","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","67","test"
"","451","71","2000","0","stim","poldrack-single-stim","110","238498","0.0-25.0-68.0","stroop","236691,237371,238051","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","68","test"
"","632","71","2000","0","stim","poldrack-single-stim","111","240504","0.0-25.0-69.0","stroop","238730,239412,240091","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","69","test"
"","1228","82","2000","0","stim","poldrack-single-stim","112","242509","0.0-25.0-70.0","stroop","240771,241451,242131","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","","incongruent","green","red","70","test"
"","806","71","2000","0","stim","poldrack-single-stim","113","244514","0.0-25.0-71.0","stroop","242811,243491,244171","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","71","test"
"","704","71","2000","0","stim","poldrack-single-stim","114","246520","0.0-25.0-72.0","stroop","244851,245531,246210","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","72","test"
"","701","89","2000","0","stim","poldrack-single-stim","115","248525","0.0-25.0-73.0","stroop","246891,247571,248251","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","false","82","","congruent","green","green","73","test"
"","921","71","2272","0","stim","poldrack-single-stim","116","250802","0.0-25.0-74.0","stroop","248931,249611,250290","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","74","test"
"","690","71","2000","0","stim","poldrack-single-stim","117","252807","0.0-25.0-75.0","stroop","250971,251650,252330","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","75","test"
"","580","89","2136","0","stim","poldrack-single-stim","118","254950","0.0-25.0-76.0","stroop","253011,253691,254370","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","76","test"
"","473","82","2000","0","stim","poldrack-single-stim","119","256955","0.0-25.0-77.0","stroop","255051,255730,256411","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","77","test"
