"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"","1611","89","4568","0","","poldrack-single-stim","50","217891","0.0-50.0","discount_fixed","213365,214045,214725,215406,216085,216767,217446","<div class = dd-stim><div class = amtbox style = ""color:white"">$36</div><br><br><div class = delbox style = ""color:white"">140 days</div></div>","89,71","4000","","20","36","140","larger_later",""
"","1025","89","4704","0","","poldrack-single-stim","51","222600","0.0-51.0","discount_fixed","218126,218805,219486,220165,220846,221525,222206","<div class = dd-stim><div class = amtbox style = ""color:white"">$35</div><br><br><div class = delbox style = ""color:white"">171 days</div></div>","89,71","4000","","20","35","171","larger_later",""
"","1096","89","4908","0","","poldrack-single-stim","52","227514","0.0-52.0","discount_fixed","222886,223566,224246,224926,225606,226286,226966","<div class = dd-stim><div class = amtbox style = ""color:white"">$34</div><br><br><div class = delbox style = ""color:white"">43 days</div></div>","89,71","4000","","20","34","43","larger_later",""
"","2281","71","4568","0","","poldrack-single-stim","53","232088","0.0-53.0","discount_fixed","227647,228326,229005,229685,230365,231046,231725","<div class = dd-stim><div class = amtbox style = ""color:white"">$74</div><br><br><div class = delbox style = ""color:white"">121 days</div></div>","89,71","4000","","20","74","121","smaller_sooner",""
"","3071","71","4772","0","","poldrack-single-stim","54","236865","0.0-54.0","discount_fixed","232406,233086,233766,234446,235125,235806,236486","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">107 days</div></div>","89,71","4000","","20","45","107","smaller_sooner",""
"","2096","71","4636","0","","poldrack-single-stim","55","241506","0.0-55.0","discount_fixed","237166,237845,238525,239205,239886,240565,241246","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">24 days</div></div>","89,71","4000","","20","77","24","smaller_sooner",""
"","1566","89","4568","0","","poldrack-single-stim","56","246081","0.0-56.0","discount_fixed","241926,242606,243286,243966,244646,245326,246006","<div class = dd-stim><div class = amtbox style = ""color:white"">$39</div><br><br><div class = delbox style = ""color:white"">161 days</div></div>","89,71","4000","","20","39","161","larger_later",""
"","2199","71","5452","0","","poldrack-single-stim","57","251538","0.0-57.0","discount_fixed","246686,247366,248046,248726,249406,250086,250766,251447","<div class = dd-stim><div class = amtbox style = ""color:white"">$62</div><br><br><div class = delbox style = ""color:white"">180 days</div></div>","89,71","4000","","20","62","180","smaller_sooner",""
"","1232","89","5384","0","","poldrack-single-stim","58","256927","0.0-58.0","discount_fixed","252127,252806,253488,254166,254847,255527,256206,256886","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","24","139","larger_later",""
"","1914","71","4568","0","","poldrack-single-stim","59","261501","0.0-59.0","discount_fixed","257567,258246,258926,259606,260286,260966","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">72 days</div></div>","89,71","4000","","20","58","72","smaller_sooner",""
"","1368","71","6268","0","","poldrack-single-stim","60","267771","0.0-60.0","discount_fixed","261646,262326,263006,263686,264366,265046,265726,266406,267086,267767","<div class = dd-stim><div class = amtbox style = ""color:white"">$56</div><br><br><div class = delbox style = ""color:white"">93 days</div></div>","89,71","4000","","20","56","93","smaller_sooner",""
"","1681","71","5520","0","","poldrack-single-stim","61","273296","0.0-61.0","discount_fixed","268446,269126,269805,270486,271165,271846,272526,273206","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">26 days</div></div>","89,71","4000","","20","45","26","smaller_sooner",""
