onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
82.385	0.561	-0.06875196850393707	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
84.741	0.561	-0.032751968503937065	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
86.993	0.561	0.06924803149606294	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
89.346	0.561	0.03224803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
91.798	0.561	0.0032480314960629357	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
94.154	0.561	-0.13775196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
96.407	0.561	0.005248031496062936	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
98.662	0.561	0.17124803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
101.014	0.561	0.10924803149606294	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
103.37	0.561	0.046248031496062936	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
105.726	0.561	0.0022480314960629357	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
108.677	0.561	-0.21975196850393705	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
110.931	0.561	-0.07575196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
113.285	0.561	-0.07875196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
115.539	0.561	0.023248031496062936	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_signal	s608	True
117.99	0.561	0.31224803149606295	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
120.345	0.561	0.09824803149606294	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_signal	s608	True
121.899	0.561	-0.6307519685039371		0.0	motor_selective_stop_signal	-1.0	False		True		s608	True
133.412	0.561	0.23124803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
135.968	0.561	0.23424803149606294	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_nosignal	s608	True
138.224	0.561	-0.16975196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
140.476	0.561	0.03524803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
143.228	0.561	-0.06275196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
145.584	0.561	-0.09675196850393707	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
147.837	0.561	0.024248031496062937	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
150.293	0.561	-0.026751968503937063	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
152.545	0.561	0.045248031496062935	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
154.898	0.561	-0.06875196850393707	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
157.152	0.561	0.09124803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
159.407	0.561	0.0022480314960629357	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
161.658	0.561	0.15024803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
163.914	0.561	0.06724803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
166.166	0.561	0.09224803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
168.521	0.561	0.24924803149606295	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
171.076	0.561	0.15624803149606292	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
