	onset	duration	response_time	trial_type	correct	experiment_exp_id	key_press	stim_color	stim_duration	stim_word	trial_num	worker_id
109	147.328	0.0001	0.768	incongruent	1.0	stroop	89	red	1500.0	blue	66.0	s573
110	149.334	0.0001	0.591	congruent	1.0	stroop	89	red	1500.0	red	67.0	s573
111	151.339	0.0001	0.894	incongruent	1.0	stroop	71	blue	1500.0	green	68.0	s573
112	153.344	0.0001	0.666	incongruent	1.0	stroop	71	blue	1500.0	red	69.0	s573
113	155.35	0.0001	0.749	incongruent	1.0	stroop	82	green	1500.0	red	70.0	s573
114	157.355	0.0001	0.923	incongruent	1.0	stroop	71	blue	1500.0	green	71.0	s573
115	159.633	0.0001	0.515	congruent	1.0	stroop	71	blue	1500.0	blue	72.0	s573
116	161.638	0.0001	0.914	incongruent	1.0	stroop	89	red	1500.0	green	73.0	s573
117	164.049	0.0001	0.496	congruent	1.0	stroop	89	red	1500.0	red	74.0	s573
118	166.054	0.0001	0.667	congruent	1.0	stroop	82	green	1500.0	green	75.0	s573
119	168.193	0.0001	0.461	congruent	1.0	stroop	82	green	1500.0	green	76.0	s573
120	170.198	0.0001	0.888	congruent	1.0	stroop	71	blue	1500.0	blue	77.0	s573
121	172.204	0.0001	0.437	congruent	1.0	stroop	71	blue	1500.0	blue	78.0	s573
122	174.209	0.0001	0.751	incongruent	1.0	stroop	89	red	1500.0	blue	79.0	s573
123	176.487	0.0001	0.835	congruent	1.0	stroop	89	red	1500.0	red	80.0	s573
124	178.492	0.0001	0.99	incongruent	1.0	stroop	71	blue	1500.0	red	81.0	s573
125	180.77	0.0001	0.764	incongruent	1.0	stroop	89	red	1500.0	blue	82.0	s573
126	183.047	0.0001	1.137	incongruent	1.0	stroop	82	green	1500.0	red	83.0	s573
127	185.052	0.0001	0.751	incongruent	1.0	stroop	71	blue	1500.0	red	84.0	s573
128	187.735	0.0001	0.675	congruent	1.0	stroop	89	red	1500.0	red	85.0	s573
129	189.739	0.0001	0.897	incongruent	1.0	stroop	82	green	1500.0	blue	86.0	s573
130	192.013	0.0001	0.786	congruent	1.0	stroop	89	red	1500.0	red	87.0	s573
131	194.018	0.0001	0.633	congruent	1.0	stroop	82	green	1500.0	green	88.0	s573
132	196.023	0.0001	0.576	congruent	1.0	stroop	89	red	1500.0	red	89.0	s573
133	198.301	0.0001	0.598	incongruent	0.0	stroop	89	green	1500.0	red	90.0	s573
134	200.44	0.0001	0.832	congruent	1.0	stroop	82	green	1500.0	green	91.0	s573
135	202.989	0.0001	0.601	congruent	1.0	stroop	71	blue	1500.0	blue	92.0	s573
136	205.4	0.0001	1.04	incongruent	1.0	stroop	89	red	1500.0	blue	93.0	s573
137	207.401	0.0001	1.088	incongruent	1.0	stroop	71	blue	1500.0	red	94.0	s573
138	209.405	0.0001	0.782	incongruent	1.0	stroop	89	red	1500.0	green	95.0	s573
