	onset	duration	response_time	trial_type	correct	experiment_exp_id	key_press	stim_color	stim_duration	stim_word	trial_num	worker_id
75	74.823	0.0001	0.85	congruent	1.0	stroop	82	green	1500.0	green	32.0	s581
76	76.827	0.0001	0.74	incongruent	1.0	stroop	89	red	1500.0	blue	33.0	s581
77	78.834	0.0001	1.111	incongruent	1.0	stroop	71	blue	1500.0	green	34.0	s581
78	80.973	0.0001	0.844	incongruent	1.0	stroop	82	green	1500.0	red	35.0	s581
79	83.112	0.0001	0.789	congruent	1.0	stroop	89	red	1500.0	red	36.0	s581
80	85.389	0.0001	0.65	congruent	1.0	stroop	89	red	1500.0	red	37.0	s581
81	88.072	0.0001	0.763	incongruent	1.0	stroop	71	blue	1500.0	green	38.0	s581
82	90.077	0.0001	0.571	congruent	1.0	stroop	89	red	1500.0	red	39.0	s581
83	92.082	0.0001	0.591	congruent	1.0	stroop	89	red	1500.0	red	40.0	s581
84	94.36	0.0001	0.705	incongruent	1.0	stroop	82	green	1500.0	blue	41.0	s581
85	96.365	0.0001	0.536	incongruent	1.0	stroop	82	green	1500.0	blue	42.0	s581
86	98.367	0.0001	0.681	congruent	1.0	stroop	89	red	1500.0	red	43.0	s581
87	100.369	0.0001	0.719	incongruent	1.0	stroop	82	green	1500.0	red	44.0	s581
88	102.373	0.0001	0.766	incongruent	1.0	stroop	82	green	1500.0	red	45.0	s581
89	104.378	0.0001	0.918	incongruent	0.0	stroop	71	green	1500.0	blue	46.0	s581
90	106.379	0.0001	1.11	incongruent	1.0	stroop	71	blue	1500.0	green	47.0	s581
91	108.654	0.0001	0.712	congruent	1.0	stroop	89	red	1500.0	red	48.0	s581
92	110.659	0.0001	0.695	incongruent	1.0	stroop	71	blue	1500.0	red	49.0	s581
93	113.07	0.0001	0.79	congruent	1.0	stroop	71	blue	1500.0	blue	50.0	s581
94	115.075	0.0001	0.92	congruent	1.0	stroop	89	red	1500.0	red	51.0	s581
95	117.214	0.0001	0.547	congruent	1.0	stroop	71	blue	1500.0	blue	52.0	s581
96	119.219	0.0001	0.643	congruent	1.0	stroop	71	blue	1500.0	blue	53.0	s581
97	121.225	0.0001	0.44	congruent	1.0	stroop	82	green	1500.0	green	54.0	s581
98	123.23	0.0001	0.483	incongruent	1.0	stroop	89	red	1500.0	blue	55.0	s581
99	125.507	0.0001	0.491	congruent	1.0	stroop	71	blue	1500.0	blue	56.0	s581
100	127.512	0.0001	0.659	incongruent	1.0	stroop	71	blue	1500.0	red	57.0	s581
101	129.791	0.0001	0.527	incongruent	1.0	stroop	82	green	1500.0	blue	58.0	s581
102	132.068	0.0001	0.644	incongruent	1.0	stroop	71	blue	1500.0	red	59.0	s581
103	134.072	0.0001	0.639	incongruent	1.0	stroop	82	green	1500.0	red	60.0	s581
104	136.756	0.0001	0.531	congruent	1.0	stroop	71	blue	1500.0	blue	61.0	s581
105	138.761	0.0001	0.556	incongruent	1.0	stroop	89	red	1500.0	green	62.0	s581
106	141.039	0.0001	0.499	congruent	1.0	stroop	71	blue	1500.0	blue	63.0	s581
107	143.044	0.0001	0.462	congruent	1.0	stroop	71	blue	1500.0	blue	64.0	s581
108	145.049	0.0001	0.703	congruent	1.0	stroop	71	blue	1500.0	blue	65.0	s581
109	147.327	0.0001	0.543	incongruent	1.0	stroop	71	blue	1500.0	green	66.0	s581
110	149.466	0.0001	0.577	congruent	0.0	stroop	89	green	1500.0	green	67.0	s581
111	152.015	0.0001	0.646	congruent	1.0	stroop	82	green	1500.0	green	68.0	s581
112	154.426	0.0001	0.434	incongruent	1.0	stroop	82	green	1500.0	blue	69.0	s581
113	156.43	0.0001	0.596	incongruent	1.0	stroop	89	red	1500.0	green	70.0	s581
114	158.431	0.0001	0.913	incongruent	1.0	stroop	71	blue	1500.0	red	71.0	s581
115	160.436	0.0001	0.474	incongruent	1.0	stroop	71	blue	1500.0	green	72.0	s581
116	162.986	0.0001	0.578	congruent	1.0	stroop	82	green	1500.0	green	73.0	s581
117	165.128	0.0001	1.034	congruent	1.0	stroop	71	blue	1500.0	blue	74.0	s581
118	167.13	0.0001	0.591	congruent	1.0	stroop	89	red	1500.0	red	75.0	s581
119	169.136	0.0001	0.67	congruent	1.0	stroop	82	green	1500.0	green	76.0	s581
120	171.413	0.0001	0.63	congruent	1.0	stroop	71	blue	1500.0	blue	77.0	s581
121	173.418	0.0001	0.341	incongruent	1.0	stroop	89	red	1500.0	blue	78.0	s581
122	175.422	0.0001	0.44	congruent	1.0	stroop	89	red	1500.0	red	79.0	s581
123	177.562	0.0001	0.945	incongruent	1.0	stroop	71	blue	1500.0	green	80.0	s581
124	179.568	0.0001	0.721	incongruent	1.0	stroop	89	red	1500.0	green	81.0	s581
125	181.845	0.0001	0.624	incongruent	1.0	stroop	71	blue	1500.0	red	82.0	s581
126	183.984	0.0001	0.558	congruent	1.0	stroop	71	blue	1500.0	blue	83.0	s581
127	186.395	0.0001	0.677	incongruent	1.0	stroop	71	blue	1500.0	green	84.0	s581
128	188.4	0.0001	0.615	congruent	1.0	stroop	89	red	1500.0	red	85.0	s581
129	190.403	0.0001	0.689	congruent	1.0	stroop	71	blue	1500.0	blue	86.0	s581
130	193.221	0.0001	0.73	incongruent	1.0	stroop	89	red	1500.0	blue	87.0	s581
131	195.224	0.0001	0.792	incongruent	1.0	stroop	82	green	1500.0	red	88.0	s581
132	197.227	0.0001	0.748	incongruent	1.0	stroop	89	red	1500.0	blue	89.0	s581
133	199.368	0.0001	0.687	congruent	0.0	stroop	71	green	1500.0	green	90.0	s581
134	201.371	0.0001	0.54	congruent	1.0	stroop	89	red	1500.0	red	91.0	s581
135	203.376	0.0001	1.101	incongruent	1.0	stroop	89	red	1500.0	green	92.0	s581
136	205.378	0.0001	0.774	congruent	1.0	stroop	89	red	1500.0	red	93.0	s581
137	207.382	0.0001	0.593	incongruent	1.0	stroop	71	blue	1500.0	red	94.0	s581
138	209.387	0.0001	0.78	congruent	1.0	stroop	82	green	1500.0	green	95.0	s581
