movement_onset	onset	duration	response_time	CTI	correct	cue	cue_switch	experiment_exp_id	key_press	stim_color	stim_number	switch_type	task	task_switch	trial_type	trigger_times	worker_id	junk
63.138	61.474	1.595	-0.007466666666666697	900.0	True	High-Low		twobytwo	71.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	336041,336720,337401	s633	False
65.111	64.384	0.795	-0.1444666666666667	100.0	True	Color		twobytwo	89.0	orange	2.0	task_switch	color	switch	poldrack-single-stim	338080,338760,339440,340120	s633	False
68.076	66.765	0.795	0.4395333333333333	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	8.0	cue_switch	color	stay	poldrack-single-stim	340800,341481,342160	s633	False
70.836	69.146	1.595	0.018533333333333304	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	344201,344880,345561,346240	s633	False
74.439	73.008	1.595	-0.2404666666666667	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	347601,348280,348960,349640	s633	False
77.917	76.596	1.595	-0.3504666666666667	900.0	True	Color	stay	twobytwo	89.0	orange	9.0	cue_stay	color	stay	poldrack-single-stim	351001,351681,352361,353040	s633	False
81.55	79.642	1.595	0.2365333333333333	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	354401,355080,355761	s633	False
83.797	82.823	0.795	0.10253333333333331	100.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	356439,357120,357800,358480	s633	False
86.68	85.204	1.595	-0.1954666666666667	900.0	True	High-Low		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	359840,360521,361200	s633	False
89.716	88.249	1.595	-0.20446666666666669	900.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	363240,363921,364601	s633	False
92.506	91.567	0.795	0.0675333333333333	100.0	True	High-Low	switch	twobytwo	71.0	orange	8.0	cue_switch	magnitude	stay	poldrack-single-stim	365280,365960,366641	s633	False
95.97	93.813	1.595	0.4855333333333333	900.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	368680,369360,370040	s633	False
97.558	96.86	0.795	-0.17346666666666669	100.0	True	High-Low	switch	twobytwo	71.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	370720,371401,372081	s633	False
99.657	98.97	0.795	-0.1844666666666667	100.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	magnitude	stay	poldrack-single-stim	372761,373440,374121	s633	False
102.022	101.079	0.795	0.07153333333333331	100.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	374801,375481,376161	s633	False
104.533	103.185	1.595	-0.3234666666666667	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	378200,378881,379561	s633	False
106.941	106.095	0.795	-0.025466666666666696	100.0	True	Magnitude	switch	twobytwo	71.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	380241,380921,381600	s633	False
109.688	108.204	1.595	-0.1874666666666667	900.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim	382961,383640,384320	s633	False
112.926	111.385	1.595	-0.1304666666666667	900.0	True	Magnitude	switch	twobytwo	71.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	386360,387040,387721	s633	False
116.021	114.703	1.595	-0.3534666666666667	900.0	True	Magnitude	stay	twobytwo	89.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	389081,389761,390440	s633	False
118.9	117.612	0.795	0.4165333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	8.0	task_switch	color	switch	poldrack-single-stim	391800,392480,393160	s633	False
121.23	119.858	1.595	-0.2994666666666667	900.0	True	Color	switch	twobytwo	89.0	orange	1.0	cue_switch	color	stay	poldrack-single-stim	394520,395201,395881	s633	False
124.248	122.765	1.595	-0.1884666666666667	900.0	True	Magnitude		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	397241,397920,398601	s633	False
126.998	125.812	0.795	0.3145333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	399961,400640,401321	s633	False
129.148	128.462	0.795	-0.1854666666666667	100.0	True	Magnitude		twobytwo	71.0	#1F45FC	6.0	task_switch	magnitude	switch	poldrack-single-stim	402681,403360,404041,404721	s633	False
132.738	131.252	1.595	-0.1854666666666667	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	406080,406759,407441,408120	s633	False
136.459	136.36	0.795	-0.7724666666666667	100.0	False	Magnitude	switch	twobytwo	-1.0	#1F45FC	8.0	cue_switch	magnitude	stay	poldrack-single-stim		s633	True
141.236	140.337	1.595	-0.7724666666666667	900.0	False	High-Low	switch	twobytwo	-1.0	orange	7.0	cue_switch	magnitude	stay	poldrack-single-stim	414920,415601,416281,416960	s633	True
144.825	143.79	0.795	0.1635333333333333	100.0	True	Magnitude	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	magnitude	stay	poldrack-single-stim	417640,418320,419000	s633	False
147.077	145.899	0.795	0.3065333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	419681,420362,421041	s633	False
149.18	148.143	0.795	0.1655333333333333	100.0	True	Magnitude		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	421721,422402,423081	s633	False
150.353	150.254	0.795	-0.7724666666666667	100.0	False	Orange-Blue		twobytwo	-1.0	orange	4.0	task_switch	color	switch	poldrack-single-stim		s633	True
154.802	152.768	1.595	0.3625333333333333	900.0	True	Color	switch	twobytwo	89.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	427165,427841,428521	s633	False
157.585	155.68	1.595	0.23353333333333332	900.0	True	Color	stay	twobytwo	71.0	#1F45FC	2.0	cue_stay	color	stay	poldrack-single-stim	430562,431240,431920	s633	False
160.526	158.593	1.595	0.2615333333333333	900.0	True	Magnitude		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	433280,433961,434641	s633	False
162.317	161.501	0.795	-0.0554666666666667	100.0	True	Magnitude	stay	twobytwo	89.0	orange	3.0	cue_stay	magnitude	stay	poldrack-single-stim	435320,436001,436681,437361	s633	False
165.169	164.293	0.795	0.004533333333333303	100.0	True	High-Low	switch	twobytwo	71.0	orange	9.0	cue_switch	magnitude	stay	poldrack-single-stim	438042,438720,439402,440081	s633	False
167.599	166.678	0.795	0.049533333333333304	100.0	True	High-Low	stay	twobytwo	89.0	#1F45FC	3.0	cue_stay	magnitude	stay	poldrack-single-stim	440761,441440,442121	s633	False
170.748	169.201	1.595	-0.1244666666666667	900.0	True	High-Low	stay	twobytwo	89.0	orange	2.0	cue_stay	magnitude	stay	poldrack-single-stim	444161,444840,445522,446201	s633	False
174.629	173.334	0.795	0.4235333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	447561,448241,448921	s633	False
177.284	175.856	1.595	-0.2434666666666667	900.0	False	High-Low		twobytwo	71.0	#1F45FC	3.0	task_switch	magnitude	switch	poldrack-single-stim	450281,450962,451642,452321,453002	s633	True
180.634	179.584	0.795	0.1785333333333333	100.0	False	Color		twobytwo	71.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	453682,454361,455041	s633	True
183.034	182.104	0.795	0.058533333333333305	100.0	True	High-Low		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	455721,456400,457081,457761	s633	False
185.229	184.355	0.795	0.002533333333333303	100.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	magnitude	stay	poldrack-single-stim	458440,459120,459800	s633	False
188.517	186.606	1.595	0.2395333333333333	900.0	False	Magnitude	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	magnitude	stay	poldrack-single-stim	461161,461840,462521	s633	True
190.284	189.515	0.795	-0.10246666666666669	100.0	True	High-Low	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	magnitude	stay	poldrack-single-stim	463200,463881,464561	s633	False
192.823	191.63	0.795	0.3215333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	465241,465921,466600,467281	s633	False
195.481	194.016	1.595	-0.2064666666666667	900.0	True	High-Low		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	468641,469321,470000,470681	s633	False
198.263	197.338	0.795	0.0535333333333333	100.0	False	Color		twobytwo	89.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	471362,472041,472720	s633	True
200.72	199.453	0.795	0.3955333333333333	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	2.0	cue_switch	color	stay	poldrack-single-stim	473401,474081,474761	s633	False
203.169	201.7	1.595	-0.20246666666666668	900.0	True	High-Low		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	476121,476801,477481	s633	False
206.178	204.613	1.595	-0.1064666666666667	900.0	False	Color		twobytwo	71.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	479522,480201,480881	s633	True
209.469	207.935	1.595	-0.1374666666666667	900.0	False	Orange-Blue	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	color	stay	poldrack-single-stim	482920,483600,484280	s633	True
212.868	211.122	1.595	0.0745333333333333	900.0	True	High-Low		twobytwo	71.0	orange	6.0	task_switch	magnitude	switch	poldrack-single-stim	485641,486320,487001	s633	False
214.796	214.034	0.795	-0.1094666666666667	100.0	True	Magnitude	switch	twobytwo	89.0	orange	2.0	cue_switch	magnitude	stay	poldrack-single-stim	487680,488360,489041,489721	s633	False
217.373	216.421	0.795	0.0805333333333333	100.0	True	Color		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	490401,491081,491762	s633	False
219.998	218.535	1.595	-0.2084666666666667	900.0	True	Magnitude		twobytwo	89.0	orange	1.0	task_switch	magnitude	switch	poldrack-single-stim	493121,493801,494480	s633	False
222.367	221.449	0.795	0.0465333333333333	100.0	False	Magnitude	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	magnitude	stay	poldrack-single-stim	495161,495842,496521,497200	s633	True
238.25	237.354	0.795	0.024533333333333303	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	color	stay	poldrack-single-stim	511481,512162,512840	s633	False
240.615	239.604	0.795	0.13953333333333331	100.0	True	High-Low		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	513522,514200,514880	s633	False
243.066	241.719	1.595	-0.3244666666666667	900.0	True	Magnitude	switch	twobytwo	89.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	516241,516920,517601	s633	False
245.726	244.634	0.795	0.2205333333333333	100.0	True	Color		twobytwo	71.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	518281,518962,519641	s633	False
247.664	246.748	0.795	0.0445333333333333	100.0	False	High-Low		twobytwo	71.0	#1F45FC	1.0	task_switch	magnitude	switch	poldrack-single-stim	521001,521682	s633	True
250.363	248.862	1.595	-0.1704666666666667	900.0	False	Color		twobytwo	89.0	#1F45FC	1.0	task_switch	color	switch	poldrack-single-stim	523721,524402,525081	s633	True
252.615	251.775	0.795	-0.0314666666666667	100.0	True	High-Low		twobytwo	71.0	orange	8.0	task_switch	magnitude	switch	poldrack-single-stim	525761,526441,527121	s633	False
255.762	254.025	1.595	0.0655333333333333	900.0	True	High-Low	stay	twobytwo	89.0	#1F45FC	1.0	cue_stay	magnitude	stay	poldrack-single-stim	528482,529162,529841	s633	False
257.992	256.932	0.795	0.1885333333333333	100.0	True	Color		twobytwo	71.0	#1F45FC	7.0	task_switch	color	switch	poldrack-single-stim	530521,531201,531882	s633	False
259.975	259.047	0.795	0.056533333333333304	100.0	True	Magnitude		twobytwo	89.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	533240,533920,534600	s633	False
262.117	261.298	0.795	-0.052466666666666696	100.0	True	Color		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	535282,535961,536641	s633	False
264.156	263.409	0.795	-0.1244666666666667	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	4.0	cue_stay	color	stay	poldrack-single-stim	537320,538002,538680	s633	False
266.747	265.657	0.795	0.2185333333333333	100.0	True	Magnitude		twobytwo	71.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	539361,540041,540721,541401	s633	False
269.976	268.452	1.595	-0.1474666666666667	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	543441,544121,544802	s633	False
273.52	271.638	1.595	0.2105333333333333	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	546162,546841,547522	s633	False
276.089	274.689	1.595	-0.2714666666666667	900.0	True	Magnitude		twobytwo	71.0	orange	9.0	task_switch	magnitude	switch	poldrack-single-stim	549562,550241,550922	s633	False
278.492	277.599	0.795	0.021533333333333304	100.0	True	Color		twobytwo	71.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	551601,552282,552962	s633	False
281.166	279.849	1.595	-0.3544666666666667	900.0	True	Magnitude		twobytwo	89.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	554321,555001,555681,556361	s633	False
284.918	283.443	1.595	-0.1964666666666667	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	4.0	task_switch	color	switch	poldrack-single-stim	558400,559080,559761	s633	False
288.097	286.63	1.595	-0.20446666666666669	900.0	True	Magnitude		twobytwo	71.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	561121,561800,562481	s633	False
291.431	289.544	1.595	0.2155333333333333	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	4.0	cue_switch	magnitude	stay	poldrack-single-stim	564522,565201,565881	s633	False
293.364	292.459	0.795	0.033533333333333304	100.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	9.0	cue_stay	magnitude	stay	poldrack-single-stim	566561,567241,567921	s633	False
296.463	294.706	1.595	0.08553333333333331	900.0	False	Color		twobytwo	71.0	orange	9.0	task_switch	color	switch	poldrack-single-stim	569281,569961,570641	s633	True
298.428	297.618	0.795	-0.0614666666666667	100.0	True	High-Low		twobytwo	89.0	orange	2.0	task_switch	magnitude	switch	poldrack-single-stim	571321,572002,572681	s633	False
300.813	299.73	0.795	0.2115333333333333	100.0	True	Magnitude	switch	twobytwo	71.0	orange	8.0	cue_switch	magnitude	stay	poldrack-single-stim	573362,574041,574722	s633	False
303.76	301.843	1.595	0.2455333333333333	900.0	True	High-Low	switch	twobytwo	89.0	#1F45FC	1.0	cue_switch	magnitude	stay	poldrack-single-stim	576762,577441,578122	s633	False
306.435	305.03	1.595	-0.2664666666666667	900.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	magnitude	stay	poldrack-single-stim	579481,580161,580841,581521	s633	False
309.824	308.353	1.595	-0.2004666666666667	900.0	True	High-Low	stay	twobytwo	71.0	orange	9.0	cue_stay	magnitude	stay	poldrack-single-stim	582881,583561,584242	s633	False
312.727	311.263	1.595	-0.2074666666666667	900.0	True	High-Low	stay	twobytwo	71.0	#1F45FC	8.0	cue_stay	magnitude	stay	poldrack-single-stim	586282,586962,587641	s633	False
314.94	314.177	0.795	-0.1084666666666667	100.0	True	Magnitude	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	magnitude	stay	poldrack-single-stim	588321,589001,589681	s633	False
318.507	316.294	1.595	0.5415333333333333	900.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	591041,591722,592401	s633	False
320.852	319.48	1.595	-0.2994666666666667	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	594441,595121,595801	s633	False
323.725	322.531	0.795	0.3225333333333333	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	8.0	cue_switch	color	stay	poldrack-single-stim	596481,597161,597841	s633	False
326.051	324.64	1.595	-0.2604666666666667	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	color	stay	poldrack-single-stim	599201,599881,600561,601242	s633	False
329.526	328.098	0.795	0.5565333333333333	100.0	True	Orange-Blue	switch	twobytwo	89.0	orange	9.0	cue_switch	color	stay	poldrack-single-stim	601922,602603,603281	s633	False
331.924	330.486	0.795	0.5665333333333333	100.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	color	stay	poldrack-single-stim	604642,605322,606001	s633	False
334.265	332.871	0.795	0.5225333333333333	100.0	True	Color	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	606681,607362,608042	s633	False
336.54	334.986	1.595	-0.11746666666666669	900.0	False	Orange-Blue	switch	twobytwo	89.0	#1F45FC	2.0	cue_switch	color	stay	poldrack-single-stim	609401,610081,610761	s633	True
338.98	337.898	0.795	0.2105333333333333	100.0	False	Color	switch	twobytwo	71.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	612121,612801,613481	s633	True
341.622	340.146	1.595	-0.1954666666666667	900.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	color	stay	poldrack-single-stim	614841,615521,616201	s633	False
344.673	343.058	1.595	-0.0564666666666667	900.0	True	Color	switch	twobytwo	89.0	orange	6.0	cue_switch	color	stay	poldrack-single-stim	617561,618241,618921	s633	False
347.566	346.109	1.595	-0.2144666666666667	900.0	True	Color	stay	twobytwo	89.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	620961,621641,622321	s633	False
350.16	349.295	0.795	-0.006466666666666697	100.0	True	High-Low		twobytwo	71.0	#1F45FC	8.0	task_switch	magnitude	switch	poldrack-single-stim	623001,623681,624362	s633	False
352.894	351.543	1.595	-0.3204666666666667	900.0	True	Magnitude	switch	twobytwo	89.0	orange	1.0	cue_switch	magnitude	stay	poldrack-single-stim	626402,627081,627761	s633	False
356.11	354.727	1.595	-0.2884666666666667	900.0	False	Color		twobytwo	71.0	orange	6.0	task_switch	color	switch	poldrack-single-stim	629122,629801,630481	s633	True
357.735	357.636	0.795	-0.7724666666666667	100.0	False	Magnitude		twobytwo	-1.0	#1F45FC	3.0	task_switch	magnitude	switch	poldrack-single-stim	631842,632522,633201,633881	s633	True
361.82	360.567	0.795	0.3815333333333333	100.0	True	Orange-Blue		twobytwo	71.0	#1F45FC	6.0	task_switch	color	switch	poldrack-single-stim	634562,635240,635921	s633	False
364.436	363.089	1.595	-0.3244666666666667	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	1.0	cue_switch	color	stay	poldrack-single-stim	637961,638641,639321	s633	False
366.672	365.999	0.795	-0.1984666666666667	100.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	8.0	cue_switch	color	stay	poldrack-single-stim	640001,640681,641361,642041	s633	False
369.95	368.657	1.595	-0.3784666666666667	900.0	True	Color	switch	twobytwo	89.0	orange	7.0	cue_switch	color	stay	poldrack-single-stim	643401,644081,644762	s633	False
372.63	371.705	0.795	0.0535333333333333	100.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	color	stay	poldrack-single-stim	645442,646122,646802	s633	False
374.704	373.82	0.795	0.012533333333333303	100.0	True	High-Low		twobytwo	89.0	#1F45FC	4.0	task_switch	magnitude	switch	poldrack-single-stim	647481,648161,648841	s633	False
377.041	375.934	0.795	0.23553333333333332	100.0	True	Color		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	649522,650202,650881,651562	s633	False
379.34	378.183	0.795	0.2855333333333333	100.0	True	High-Low		twobytwo	89.0	orange	4.0	task_switch	magnitude	switch	poldrack-single-stim	652241,652922,653601	s633	False
382.353	380.43	1.595	0.2515333333333333	900.0	True	Magnitude	switch	twobytwo	71.0	orange	6.0	cue_switch	magnitude	stay	poldrack-single-stim	654963,655642,656322,657002	s633	False
385.413	383.617	1.595	0.1245333333333333	900.0	True	Magnitude	stay	twobytwo	89.0	#1F45FC	2.0	cue_stay	magnitude	stay	poldrack-single-stim	658361,659042,659721,660401,661081	s633	False
389.654	387.756	1.595	0.2265333333333333	900.0	True	Orange-Blue		twobytwo	89.0	orange	6.0	task_switch	color	switch	poldrack-single-stim	662441,663121,663801	s633	False
391.582	390.663	0.795	0.0475333333333333	100.0	True	Orange-Blue	stay	twobytwo	89.0	orange	3.0	cue_stay	color	stay	poldrack-single-stim	664482,665161,665841	s633	False
393.521	392.777	0.795	-0.1274666666666667	100.0	True	Color	switch	twobytwo	89.0	orange	9.0	cue_switch	color	stay	poldrack-single-stim	666522,667201,667882,668561	s633	False
395.974	395.164	0.795	-0.0614666666666667	100.0	True	Color	stay	twobytwo	71.0	#1F45FC	3.0	cue_stay	color	stay	poldrack-single-stim	669241,669921,670602	s633	False
398.794	397.414	1.595	-0.2914666666666667	900.0	True	Color	stay	twobytwo	89.0	orange	2.0	cue_stay	color	stay	poldrack-single-stim	671961,672642,673322	s633	False
401.321	400.326	0.795	0.1235333333333333	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	674001,674681,675363	s633	False
403.827	402.441	1.595	-0.2854666666666667	900.0	True	Color		twobytwo	71.0	#1F45FC	3.0	task_switch	color	switch	poldrack-single-stim	677401,678082,678762	s633	False
406.466	405.356	0.795	0.2385333333333333	100.0	True	Magnitude		twobytwo	71.0	orange	7.0	task_switch	magnitude	switch	poldrack-single-stim	679443,680121,680802,681482	s633	False
409.015	408.15	0.795	-0.006466666666666697	100.0	False	Orange-Blue		twobytwo	89.0	#1F45FC	2.0	task_switch	color	switch	poldrack-single-stim	682161,682841,683522	s633	True
411.099	410.265	0.795	-0.0374666666666667	100.0	True	Orange-Blue	stay	twobytwo	71.0	#1F45FC	6.0	cue_stay	color	stay	poldrack-single-stim	684202,684881,685563	s633	False
414.583	412.652	1.595	0.2595333333333333	900.0	True	Color	switch	twobytwo	71.0	#1F45FC	3.0	cue_switch	color	stay	poldrack-single-stim	687601,688281,688961	s633	False
416.517	415.566	0.795	0.0795333333333333	100.0	True	Orange-Blue	switch	twobytwo	71.0	#1F45FC	9.0	cue_switch	color	stay	poldrack-single-stim	689641,690322,691001	s633	False
418.754	417.953	0.795	-0.07046666666666669	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	691682,692361,693041,693721,694402	s633	False
422.771	421.019	1.595	0.0805333333333333	900.0	True	Orange-Blue		twobytwo	89.0	orange	7.0	task_switch	color	switch	poldrack-single-stim	695762,696442,697121	s633	False
425.048	423.928	0.795	0.2485333333333333	100.0	True	Magnitude		twobytwo	89.0	#1F45FC	2.0	task_switch	magnitude	switch	poldrack-single-stim	697802,698481,699161	s633	False
426.869	426.043	0.795	-0.0454666666666667	100.0	True	High-Low	switch	twobytwo	89.0	orange	2.0	cue_switch	magnitude	stay	poldrack-single-stim	699841,700522,701202	s633	False
