"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","bonus"
"","-1","-1","1000","0","fmri_buffer","poldrack-single-stim","21","87786","0.0-21.0","discount_fixed","86782,87460","","none","1000","","","","","",""
"","-1","-1","1500","500","test_start_block","poldrack-single-stim","22","89290","0.0-22.0","discount_fixed","88141,88820","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","",""
"","1357","89","4636","0","","poldrack-single-stim","23","94434","0.0-23.0","discount_fixed","89501,90180,90861,91540,92221,92900,93581,94260","<div class = dd-stim><div class = amtbox style = ""color:white"">$79</div><br><br><div class = delbox style = ""color:white"">92 days</div></div>","89,71","4000","","20","79","92","larger_later",""
"","2289","71","4568","0","","poldrack-single-stim","24","99005","0.0-24.0","discount_fixed","94941,95620,96302,96981,97661,98341","<div class = dd-stim><div class = amtbox style = ""color:white"">$61</div><br><br><div class = delbox style = ""color:white"">141 days</div></div>","89,71","4000","","20","61","141","smaller_sooner",""
"","1055","89","4568","0","","poldrack-single-stim","25","103576","0.0-25.0","discount_fixed","99021,99701,100381,101061,101741,102421,103100","<div class = dd-stim><div class = amtbox style = ""color:white"">$43</div><br><br><div class = delbox style = ""color:white"">38 days</div></div>","89,71","4000","","20","43","38","larger_later",""
"","2225","89","4908","0","","poldrack-single-stim","26","108488","0.0-26.0","discount_fixed","103780,104461,105140,105821,106501,107180,107860","<div class = dd-stim><div class = amtbox style = ""color:white"">$66</div><br><br><div class = delbox style = ""color:white"">145 days</div></div>","89,71","4000","","20","66","145","larger_later",""
"","2160","89","4840","0","","poldrack-single-stim","27","113330","0.0-27.0","discount_fixed","108540,109220,109900,110580,111261,111940,112620,113300","<div class = dd-stim><div class = amtbox style = ""color:white"">$30</div><br><br><div class = delbox style = ""color:white"">23 days</div></div>","89,71","4000","","20","30","23","larger_later",""
"","1209","89","5248","0","","poldrack-single-stim","28","118583","0.0-28.0","discount_fixed","113981,114660,115340,116020,116702,117380,118061","<div class = dd-stim><div class = amtbox style = ""color:white"">$32</div><br><br><div class = delbox style = ""color:white"">57 days</div></div>","89,71","4000","","20","32","57","larger_later",""
"","1660","71","4772","0","","poldrack-single-stim","29","123358","0.0-29.0","discount_fixed","118740,119420,120100,120781,121460,122141,122820","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">91 days</div></div>","89,71","4000","","20","27","91","smaller_sooner",""
"","1211","89","5996","0","","poldrack-single-stim","30","129358","0.0-30.0","discount_fixed","123501,124181,124861,125541,126221,126901,127581,128261,128941","<div class = dd-stim><div class = amtbox style = ""color:white"">$43</div><br><br><div class = delbox style = ""color:white"">120 days</div></div>","89,71","4000","","20","43","120","larger_later",""
"","906","89","5588","0","","poldrack-single-stim","31","134948","0.0-31.0","discount_fixed","129621,130301,130980,131660,132340,133020,133700,134380","<div class = dd-stim><div class = amtbox style = ""color:white"">$75</div><br><br><div class = delbox style = ""color:white"">60 days</div></div>","89,71","4000","","20","75","60","larger_later",""
"","2209","89","4568","0","","poldrack-single-stim","32","139519","0.0-32.0","discount_fixed","135061,135740,136421,137101,137781,138460,139141","<div class = dd-stim><div class = amtbox style = ""color:white"">$34</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","34","176","larger_later",""
"","1568","71","5112","0","","poldrack-single-stim","33","144634","0.0-33.0","discount_fixed","139820,140501,141180,141861,142540,143221,143900,144581","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">38 days</div></div>","89,71","4000","","20","24","38","smaller_sooner",""
"","1586","89","5656","0","","poldrack-single-stim","34","150293","0.0-34.0","discount_fixed","145260,145941,146621,147302,147981,148663,149341,150021","<div class = dd-stim><div class = amtbox style = ""color:white"">$82</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","82","74","larger_later",""
"","1056","89","4568","0","","poldrack-single-stim","35","154866","0.0-35.0","discount_fixed","150701,151381,152061,152741,153421,154101,154781","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">53 days</div></div>","89,71","4000","","20","58","53","larger_later",""
"","1344","89","4772","0","","poldrack-single-stim","36","159642","0.0-36.0","discount_fixed","155461,156140,156821,157501,158180,158860,159541","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">23 days</div></div>","89,71","4000","","20","54","23","larger_later",""
"","1010","89","5044","0","","poldrack-single-stim","37","164688","0.0-37.0","discount_fixed","160220,160901,161580,162261,162940,163621,164300","<div class = dd-stim><div class = amtbox style = ""color:white"">$41</div><br><br><div class = delbox style = ""color:white"">55 days</div></div>","89,71","4000","","20","41","55","larger_later",""
"","1350","89","4840","0","","poldrack-single-stim","38","169531","0.0-38.0","discount_fixed","164981,165660,166341,167020,167702,168380,169061","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">142 days</div></div>","89,71","4000","","20","77","142","larger_later",""
"","1385","71","5180","0","","poldrack-single-stim","39","174715","0.0-39.0","discount_fixed","169741,170421,171100,171781,172461,173141,173821,174502","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">108 days</div></div>","89,71","4000","","20","25","108","smaller_sooner",""
"","2624","71","5044","0","","poldrack-single-stim","40","179761","0.0-40.0","discount_fixed","175181,175862,176541,177222,177902,178582,179261","<div class = dd-stim><div class = amtbox style = ""color:white"">$33</div><br><br><div class = delbox style = ""color:white"">163 days</div></div>","89,71","4000","","20","33","163","smaller_sooner",""
"","1922","89","4976","0","","poldrack-single-stim","41","184739","0.0-41.0","discount_fixed","179941,180621,181302,181981,182661,183340,184021,184700","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">75 days</div></div>","89,71","4000","","20","29","75","larger_later",""
"","862","89","4976","0","","poldrack-single-stim","42","189718","0.0-42.0","discount_fixed","185381,186060,186741,187420,188102,188781,189460","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">157 days</div></div>","89,71","4000","","20","45","157","larger_later",""
"","1092","89","5316","0","","poldrack-single-stim","43","195036","0.0-43.0","discount_fixed","190141,190820,191501,192181,192861,193541,194221,194901","<div class = dd-stim><div class = amtbox style = ""color:white"">$31</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","31","74","larger_later",""
"","781","89","4500","0","","poldrack-single-stim","44","199538","0.0-44.0","discount_fixed","195581,196261,196941,197621,198302,198982","<div class = dd-stim><div class = amtbox style = ""color:white"">$80</div><br><br><div class = delbox style = ""color:white"">39 days</div></div>","89,71","4000","","20","80","39","larger_later",""
"","2118","89","5044","0","","poldrack-single-stim","45","204583","0.0-45.0","discount_fixed","199661,200342,201021,201702,202381,203062,203741,204422","<div class = dd-stim><div class = amtbox style = ""color:white"">$22</div><br><br><div class = delbox style = ""color:white"">21 days</div></div>","89,71","4000","","20","22","21","larger_later",""
"","1244","89","4704","0","","poldrack-single-stim","46","209288","0.0-46.0","discount_fixed","205101,205781,206461,207142,207821,208501,209181","<div class = dd-stim><div class = amtbox style = ""color:white"">$52</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","52","139","larger_later",""
"","1049","89","4840","0","","poldrack-single-stim","47","214130","0.0-47.0","discount_fixed","209860,210541,211221,211901,212581,213261,213941","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">126 days</div></div>","89,71","4000","","20","54","126","larger_later",""
"","1438","71","6744","0","","poldrack-single-stim","48","220877","0.0-48.0","discount_fixed","214621,215301,215981,216661,217341,218021,218702,219381,220061,220741","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","23","176","smaller_sooner",""
"","2373","71","4500","0","","poldrack-single-stim","49","225379","0.0-49.0","discount_fixed","221422,222101,222782,223461,224142,224821","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">87 days</div></div>","89,71","4000","","20","24","87","smaller_sooner",""
"","999","89","4568","0","","poldrack-single-stim","50","229952","0.0-50.0","discount_fixed","225502,226181,226862,227541,228222,228902,229582","<div class = dd-stim><div class = amtbox style = ""color:white"">$36</div><br><br><div class = delbox style = ""color:white"">140 days</div></div>","89,71","4000","","20","36","140","larger_later",""
"","1655","89","4704","0","","poldrack-single-stim","51","234659","0.0-51.0","discount_fixed","230261,230942,231622,232302,232981,233662,234341","<div class = dd-stim><div class = amtbox style = ""color:white"">$35</div><br><br><div class = delbox style = ""color:white"">171 days</div></div>","89,71","4000","","20","35","171","larger_later",""
"","633","89","4908","0","","poldrack-single-stim","52","239571","0.0-52.0","discount_fixed","235022,235700,236381,237061,237741,238421,239103","<div class = dd-stim><div class = amtbox style = ""color:white"">$34</div><br><br><div class = delbox style = ""color:white"">43 days</div></div>","89,71","4000","","20","34","43","larger_later",""
"","780","89","4568","0","","poldrack-single-stim","53","244142","0.0-53.0","discount_fixed","239781,240462,241141,241822,242501,243182,243861","<div class = dd-stim><div class = amtbox style = ""color:white"">$74</div><br><br><div class = delbox style = ""color:white"">121 days</div></div>","89,71","4000","","20","74","121","larger_later",""
"","912","89","4772","0","","poldrack-single-stim","54","248916","0.0-54.0","discount_fixed","244542,245221,245902,246581,247261,247941,248622","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">107 days</div></div>","89,71","4000","","20","45","107","larger_later",""
"","555","89","4636","0","","poldrack-single-stim","55","253556","0.0-55.0","discount_fixed","249302,249982,250661,251341,252021,252702,253381","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">24 days</div></div>","89,71","4000","","20","77","24","larger_later",""
"","1284","89","4568","0","","poldrack-single-stim","56","258127","0.0-56.0","discount_fixed","254062,254741,255422,256101,256782,257461","<div class = dd-stim><div class = amtbox style = ""color:white"">$39</div><br><br><div class = delbox style = ""color:white"">161 days</div></div>","89,71","4000","","20","39","161","larger_later",""
"","1059","89","5452","0","","poldrack-single-stim","57","263581","0.0-57.0","discount_fixed","258142,258822,259503,260182,260861,261541,262221,262901,263581","<div class = dd-stim><div class = amtbox style = ""color:white"">$62</div><br><br><div class = delbox style = ""color:white"">180 days</div></div>","89,71","4000","","20","62","180","larger_later",""
"","1717","71","5384","0","","poldrack-single-stim","58","268970","0.0-58.0","discount_fixed","264261,264941,265621,266301,266981,267662,268341","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","24","139","smaller_sooner",""
"","745","89","4568","0","","poldrack-single-stim","59","273541","0.0-59.0","discount_fixed","269021,269702,270381,271061,271742,272422,273101","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">72 days</div></div>","89,71","4000","","20","58","72","larger_later",""
"","1403","89","6268","0","","poldrack-single-stim","60","279813","0.0-60.0","discount_fixed","273782,274461,275142,275821,276502,277181,277862,278542,279222","<div class = dd-stim><div class = amtbox style = ""color:white"">$56</div><br><br><div class = delbox style = ""color:white"">93 days</div></div>","89,71","4000","","20","56","93","larger_later",""
"","982","89","5520","0","","poldrack-single-stim","61","285339","0.0-61.0","discount_fixed","279903,280582,281262,281942,282622,283302,283982,284662","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">26 days</div></div>","89,71","4000","","20","45","26","larger_later",""
"","1915","71","4568","0","","poldrack-single-stim","62","289910","0.0-62.0","discount_fixed","285343,286022,286702,287381,288061,288742,289421","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">42 days</div></div>","89,71","4000","","20","23","42","smaller_sooner",""
"","774","89","4636","0","","poldrack-single-stim","63","294550","0.0-63.0","discount_fixed","290103,290781,291462,292141,292822,293501,294182","<div class = dd-stim><div class = amtbox style = ""color:white"">$50</div><br><br><div class = delbox style = ""color:white"">41 days</div></div>","89,71","4000","","20","50","41","larger_later",""
"","2454","71","4636","0","","poldrack-single-stim","64","299190","0.0-64.0","discount_fixed","294861,295542,296221,296902,297581,298262,298941","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","25","176","smaller_sooner",""
"","878","89","5112","0","","poldrack-single-stim","65","304305","0.0-65.0","discount_fixed","299622,300302,300982,301662,302342,303022,303702","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">22 days</div></div>","89,71","4000","","20","54","22","larger_later",""
"","1391","89","5316","0","","poldrack-single-stim","66","309623","0.0-66.0","discount_fixed","304382,305063,305742,306422,307102,307782,308462,309142","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">44 days</div></div>","89,71","4000","","20","29","44","larger_later",""
"","2193","71","4568","0","","poldrack-single-stim","67","314193","0.0-67.0","discount_fixed","309822,310504,311182,311862,312542,313222,313901","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">89 days</div></div>","89,71","4000","","20","24","89","smaller_sooner",""
"","1472","71","4568","0","","poldrack-single-stim","68","318764","0.0-68.0","discount_fixed","314581,315261,315942,316621,317302,317981,318662","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">77 days</div></div>","89,71","4000","","20","23","77","smaller_sooner",""
"","1081","71","4568","0","","poldrack-single-stim","69","323335","0.0-69.0","discount_fixed","319341,320022,320702,321382,322062,322742","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">130 days</div></div>","89,71","4000","","20","27","130","smaller_sooner",""
"","1429","71","4840","0","","poldrack-single-stim","70","328178","0.0-70.0","discount_fixed","323422,324102,324782,325462,326142,326822,327502","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">134 days</div></div>","89,71","4000","","20","23","134","smaller_sooner",""
"","584","89","4500","0","","poldrack-single-stim","71","332680","0.0-71.0","discount_fixed","328182,328862,329543,330222,330904,331582,332263","<div class = dd-stim><div class = amtbox style = ""color:white"">$55</div><br><br><div class = delbox style = ""color:white"">107 days</div></div>","89,71","4000","","20","55","107","larger_later",""
"","870","89","5656","0","","poldrack-single-stim","72","338339","0.0-72.0","discount_fixed","332942,333623,334302,334982,335662,336343,337022,337703","<div class = dd-stim><div class = amtbox style = ""color:white"">$44</div><br><br><div class = delbox style = ""color:white"">143 days</div></div>","89,71","4000","","20","44","143","larger_later",""
"","1405","71","4908","0","","poldrack-single-stim","73","343251","0.0-73.0","discount_fixed","338382,339062,339743,340421,341103,341782,342462,343142","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">110 days</div></div>","89,71","4000","","20","23","110","smaller_sooner",""
"","635","89","4636","0","","poldrack-single-stim","74","347891","0.0-74.0","discount_fixed","343822,344502,345182,345862,346542,347222","<div class = dd-stim><div class = amtbox style = ""color:white"">$65</div><br><br><div class = delbox style = ""color:white"">156 days</div></div>","89,71","4000","","20","65","156","larger_later",""
"","1578","89","4500","0","","poldrack-single-stim","75","352393","0.0-75.0","discount_fixed","347902,348582,349262,349942,350622,351303,351982","<div class = dd-stim><div class = amtbox style = ""color:white"">$22</div><br><br><div class = delbox style = ""color:white"">27 days</div></div>","89,71","4000","","20","22","27","larger_later",""
"","1094","89","4500","0","","poldrack-single-stim","76","356899","0.0-76.0","discount_fixed","352662,353343,354022,354702,355382,356063,356742","<div class = dd-stim><div class = amtbox style = ""color:white"">$50</div><br><br><div class = delbox style = ""color:white"">59 days</div></div>","89,71","4000","","20","50","59","larger_later",""
"","764","89","5112","0","","poldrack-single-stim","77","362014","0.0-77.0","discount_fixed","357423,358102,358783,359462,360143,360822,361504","<div class = dd-stim><div class = amtbox style = ""color:white"">$85</div><br><br><div class = delbox style = ""color:white"">129 days</div></div>","89,71","4000","","20","85","129","larger_later",""
"","667","89","6132","0","","poldrack-single-stim","78","368149","0.0-78.0","discount_fixed","362182,362863,363542,364223,364903,365582,366262,366942,367622","<div class = dd-stim><div class = amtbox style = ""color:white"">$66</div><br><br><div class = delbox style = ""color:white"">58 days</div></div>","89,71","4000","","20","66","58","larger_later",""
"","627","89","4840","0","","poldrack-single-stim","79","372991","0.0-79.0","discount_fixed","368303,368982,369663,370342,371023,371702,372382","<div class = dd-stim><div class = amtbox style = ""color:white"">$49</div><br><br><div class = delbox style = ""color:white"">172 days</div></div>","89,71","4000","","20","49","172","larger_later",""
"","555","89","4568","0","","poldrack-single-stim","80","377560","0.0-80.0","discount_fixed","373062,373743,374422,375103,375782,376463,377142","<div class = dd-stim><div class = amtbox style = ""color:white"">$73</div><br><br><div class = delbox style = ""color:white"">44 days</div></div>","89,71","4000","","20","73","44","larger_later",""
"","437","89","4704","0","","poldrack-single-stim","81","382266","0.0-81.0","discount_fixed","377823,378502,379183,379862,380543,381222,381904","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">73 days</div></div>","89,71","4000","","20","58","73","larger_later",""
"","730","89","5860","0","","poldrack-single-stim","82","388127","0.0-82.0","discount_fixed","382582,383263,383942,384622,385302,385983,386662,387343,388022","<div class = dd-stim><div class = amtbox style = ""color:white"">$71</div><br><br><div class = delbox style = ""color:white"">76 days</div></div>","89,71","4000","","20","71","76","larger_later",""
"","504","89","4636","0","","poldrack-single-stim","83","392768","0.0-83.0","discount_fixed","388703,389383,390063,390743,391422,392103","<div class = dd-stim><div class = amtbox style = ""color:white"">$67</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","67","74","larger_later",""
"","-1","-1","7500","1000","rest_block","poldrack-single-stim","84","400271","0.0-84.0","discount_fixed","392782,393462,394142,394822,395503,396182,396862,397542,398223,398902,399582,400262","<div class = centerbox><div class = center-text>In this next block of trials<br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br>Next run will start in a moment</div></div>","none","7500","","","","","",""
"","801","89","5316","0","","poldrack-single-stim","85","406592","0.0-85.0","discount_fixed","400943,401622,402304,402983,403663,404342,405023,405703,406383","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">58 days</div></div>","89,71","4000","","20","29","58","larger_later",""
"","655","89","4976","0","","poldrack-single-stim","86","411574","0.0-86.0","discount_fixed","407063,407743,408423,409103,409783,410463,411143","<div class = dd-stim><div class = amtbox style = ""color:white"">$39</div><br><br><div class = delbox style = ""color:white"">104 days</div></div>","89,71","4000","","20","39","104","larger_later",""
"","1092","89","4568","0","","poldrack-single-stim","87","416145","0.0-87.0","discount_fixed","411823,412504,413183,413863,414543,415223,415903","<div class = dd-stim><div class = amtbox style = ""color:white"">$33</div><br><br><div class = delbox style = ""color:white"">103 days</div></div>","89,71","4000","","20","33","103","larger_later",""
"","1344","89","5520","0","","poldrack-single-stim","88","421670","0.0-88.0","discount_fixed","416583,417264,417942,418622,419302,419982,420663,421342","<div class = dd-stim><div class = amtbox style = ""color:white"">$33</div><br><br><div class = delbox style = ""color:white"">78 days</div></div>","89,71","4000","","20","33","78","larger_later",""
"","571","89","5588","0","","poldrack-single-stim","89","427264","0.0-89.0","discount_fixed","422023,422703,423382,424062,424743,425422,426102,426782","<div class = dd-stim><div class = amtbox style = ""color:white"">$74</div><br><br><div class = delbox style = ""color:white"">52 days</div></div>","89,71","4000","","20","74","52","larger_later",""
"","875","89","5792","0","","poldrack-single-stim","90","433057","0.0-90.0","discount_fixed","427463,428142,428823,429502,430183,430862,431543,432223,432904","<div class = dd-stim><div class = amtbox style = ""color:white"">$28</div><br><br><div class = delbox style = ""color:white"">132 days</div></div>","89,71","4000","","20","28","132","larger_later",""
"","1018","89","4568","0","","poldrack-single-stim","91","437628","0.0-91.0","discount_fixed","433583,434263,434943,435623,436303,436983","<div class = dd-stim><div class = amtbox style = ""color:white"">$28</div><br><br><div class = delbox style = ""color:white"">59 days</div></div>","89,71","4000","","20","28","59","larger_later",""
"","893","89","5112","0","","poldrack-single-stim","92","442743","0.0-92.0","discount_fixed","437663,438343,439023,439703,440383,441064,441743,442423","<div class = dd-stim><div class = amtbox style = ""color:white"">$28</div><br><br><div class = delbox style = ""color:white"">163 days</div></div>","89,71","4000","","20","28","163","larger_later",""
"","1024","89","4500","0","","poldrack-single-stim","93","447245","0.0-93.0","discount_fixed","443104,443784,444462,445143,445822,446503,447182","<div class = dd-stim><div class = amtbox style = ""color:white"">$32</div><br><br><div class = delbox style = ""color:white"">74 days</div></div>","89,71","4000","","20","32","74","larger_later",""
"","1180","89","4840","0","","poldrack-single-stim","94","452088","0.0-94.0","discount_fixed","447863,448542,449223,449902,450583,451265,451943","<div class = dd-stim><div class = amtbox style = ""color:white"">$57</div><br><br><div class = delbox style = ""color:white"">89 days</div></div>","89,71","4000","","20","57","89","larger_later",""
"","795","89","4568","0","","poldrack-single-stim","95","456659","0.0-95.0","discount_fixed","452622,453304,453983,454663,455342,456023","<div class = dd-stim><div class = amtbox style = ""color:white"">$70</div><br><br><div class = delbox style = ""color:white"">108 days</div></div>","89,71","4000","","20","70","108","larger_later",""
"","867","89","5384","0","","poldrack-single-stim","96","462044","0.0-96.0","discount_fixed","456703,457383,458063,458743,459423,460104,460783,461464","<div class = dd-stim><div class = amtbox style = ""color:white"">$72</div><br><br><div class = delbox style = ""color:white"">95 days</div></div>","89,71","4000","","20","72","95","larger_later",""
"","874","89","5044","0","","poldrack-single-stim","97","467091","0.0-97.0","discount_fixed","462143,462824,463504,464184,464863,465544,466223,466904","<div class = dd-stim><div class = amtbox style = ""color:white"">$30</div><br><br><div class = delbox style = ""color:white"">36 days</div></div>","89,71","4000","","20","30","36","larger_later",""
"","731","89","4704","0","","poldrack-single-stim","98","471799","0.0-98.0","discount_fixed","467583,468264,468943,469624,470303,470983,471663","<div class = dd-stim><div class = amtbox style = ""color:white"">$41</div><br><br><div class = delbox style = ""color:white"">129 days</div></div>","89,71","4000","","20","41","129","larger_later",""
"","1143","89","4908","0","","poldrack-single-stim","99","476713","0.0-99.0","discount_fixed","472342,473023,473703,474383,475062,475743,476422","<div class = dd-stim><div class = amtbox style = ""color:white"">$78</div><br><br><div class = delbox style = ""color:white"">129 days</div></div>","89,71","4000","","20","78","129","larger_later",""
"","858","89","4908","0","","poldrack-single-stim","100","481625","0.0-100.0","discount_fixed","477103,477783,478463,479143,479823,480503,481183","<div class = dd-stim><div class = amtbox style = ""color:white"">$71</div><br><br><div class = delbox style = ""color:white"">88 days</div></div>","89,71","4000","","20","71","88","larger_later",""
"","1782","89","4840","0","","poldrack-single-stim","101","486468","0.0-101.0","discount_fixed","481863,482543,483223,483904,484583,485263,485943","<div class = dd-stim><div class = amtbox style = ""color:white"">$65</div><br><br><div class = delbox style = ""color:white"">159 days</div></div>","89,71","4000","","20","65","159","larger_later",""
