,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
191,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",852.0,#1F45FC,4.0,magnitude,stay,,76275,stim,28.0,poldrack-single-stim,s519
194,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",547.0,#1F45FC,7.0,magnitude,stay,,79452,stim,29.0,poldrack-single-stim,s519
197,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",912.0,orange,2.0,color,switch,,82493,stim,30.0,poldrack-single-stim,s519
200,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",595.0,orange,9.0,color,stay,,85807,stim,31.0,poldrack-single-stim,s519
203,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",633.0,orange,6.0,color,stay,,88848,stim,32.0,poldrack-single-stim,s519
206,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1057.0,#1F45FC,4.0,color,stay,,91888,stim,33.0,poldrack-single-stim,s519
209,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",899.0,#1F45FC,4.0,color,stay,,93994,stim,34.0,poldrack-single-stim,s519
212,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",549.0,#1F45FC,2.0,color,stay,,96899,stim,35.0,poldrack-single-stim,s519
215,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",659.0,#1F45FC,6.0,color,stay,,99803,stim,36.0,poldrack-single-stim,s519
218,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",909.0,#1F45FC,9.0,color,stay,,101908,stim,37.0,poldrack-single-stim,s519
221,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",717.0,#1F45FC,6.0,color,stay,,104014,stim,38.0,poldrack-single-stim,s519
224,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",837.0,orange,8.0,color,stay,,106392,stim,39.0,poldrack-single-stim,s519
227,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",616.0,#1F45FC,4.0,color,stay,,108905,stim,40.0,poldrack-single-stim,s519
230,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",598.0,orange,7.0,color,stay,,111809,stim,41.0,poldrack-single-stim,s519
233,100.0,False,89.0,Magnitude,,test,twobytwo,71.0,"89,71",1184.0,orange,3.0,magnitude,switch,,114049,stim,42.0,poldrack-single-stim,s519
236,100.0,False,89.0,High-Low,switch,test,twobytwo,71.0,"89,71",1026.0,#1F45FC,2.0,magnitude,stay,,116153,stim,43.0,poldrack-single-stim,s519
239,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",751.0,orange,1.0,color,switch,,118395,stim,44.0,poldrack-single-stim,s519
242,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",818.0,#1F45FC,1.0,magnitude,switch,,121043,stim,45.0,poldrack-single-stim,s519
245,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",988.0,orange,4.0,color,switch,,123828,stim,46.0,poldrack-single-stim,s519
248,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",637.0,#1F45FC,2.0,color,stay,,127820,stim,47.0,poldrack-single-stim,s519
251,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",713.0,orange,3.0,color,stay,,130860,stim,48.0,poldrack-single-stim,s519
254,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",856.0,#1F45FC,1.0,color,stay,,134309,stim,49.0,poldrack-single-stim,s519
257,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",939.0,orange,8.0,color,stay,,136414,stim,50.0,poldrack-single-stim,s519
260,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",794.0,#1F45FC,1.0,magnitude,switch,,138656,stim,51.0,poldrack-single-stim,s519
263,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",736.0,orange,9.0,color,switch,,140761,stim,52.0,poldrack-single-stim,s519
266,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",723.0,#1F45FC,1.0,magnitude,switch,,143274,stim,53.0,poldrack-single-stim,s519
269,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",638.0,orange,4.0,magnitude,stay,,146178,stim,54.0,poldrack-single-stim,s519
272,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",756.0,orange,4.0,magnitude,stay,,148283,stim,55.0,poldrack-single-stim,s519
275,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1469.0,orange,6.0,color,switch,,151188,stim,56.0,poldrack-single-stim,s519
278,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",838.0,orange,9.0,color,stay,,153973,stim,57.0,poldrack-single-stim,s519
281,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",614.0,#1F45FC,8.0,color,stay,,157149,stim,58.0,poldrack-single-stim,s519
284,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",633.0,orange,7.0,color,stay,,159662,stim,59.0,poldrack-single-stim,s519
287,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",511.0,orange,2.0,color,stay,,163793,stim,60.0,poldrack-single-stim,s519
290,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",955.0,orange,4.0,magnitude,switch,,166306,stim,61.0,poldrack-single-stim,s519
293,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",782.0,#1F45FC,3.0,color,switch,,169227,stim,62.0,poldrack-single-stim,s519
296,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",137.0,orange,3.0,magnitude,switch,,172540,stim,63.0,poldrack-single-stim,s519
299,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1066.0,#1F45FC,4.0,color,switch,,174780,stim,64.0,poldrack-single-stim,s519
302,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",575.0,#1F45FC,3.0,color,stay,,177822,stim,65.0,poldrack-single-stim,s519
305,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",564.0,#1F45FC,8.0,color,stay,,180726,stim,66.0,poldrack-single-stim,s519
308,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",861.0,orange,9.0,color,stay,,182830,stim,67.0,poldrack-single-stim,s519
311,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",544.0,orange,7.0,magnitude,switch,,186008,stim,68.0,poldrack-single-stim,s519
314,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",800.0,orange,7.0,color,switch,,188521,stim,69.0,poldrack-single-stim,s519
317,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",738.0,#1F45FC,1.0,magnitude,switch,,190625,stim,70.0,poldrack-single-stim,s519
320,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",984.0,orange,4.0,magnitude,stay,,192866,stim,71.0,poldrack-single-stim,s519
323,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",844.0,#1F45FC,9.0,color,switch,,195770,stim,72.0,poldrack-single-stim,s519
326,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1114.0,orange,4.0,magnitude,switch,,198284,stim,73.0,poldrack-single-stim,s519
329,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",1094.0,#1F45FC,8.0,magnitude,stay,,200662,stim,74.0,poldrack-single-stim,s519
332,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",865.0,orange,9.0,color,switch,,202767,stim,75.0,poldrack-single-stim,s519
335,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",812.0,orange,8.0,color,stay,,205144,stim,76.0,poldrack-single-stim,s519
338,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",653.0,#1F45FC,1.0,magnitude,switch,,208049,stim,77.0,poldrack-single-stim,s519
341,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",871.0,#1F45FC,1.0,color,switch,,210954,stim,78.0,poldrack-single-stim,s519
344,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",1034.0,orange,2.0,color,stay,,213331,stim,79.0,poldrack-single-stim,s519
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,223333,rest_block,,poldrack-single-stim,s519
350,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",1158.0,#1F45FC,1.0,magnitude,stay,,229081,stim,0.0,poldrack-single-stim,s519
353,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",834.0,#1F45FC,9.0,color,switch,,231186,stim,1.0,poldrack-single-stim,s519
356,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",502.0,#1F45FC,2.0,color,stay,,234092,stim,2.0,poldrack-single-stim,s519
359,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",674.0,#1F45FC,3.0,magnitude,switch,,236197,stim,3.0,poldrack-single-stim,s519
362,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",788.0,#1F45FC,9.0,color,switch,,238301,stim,4.0,poldrack-single-stim,s519
365,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",623.0,#1F45FC,6.0,magnitude,switch,,241207,stim,5.0,poldrack-single-stim,s519
368,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",900.0,#1F45FC,4.0,color,switch,,243446,stim,6.0,poldrack-single-stim,s519
371,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",795.0,orange,7.0,color,stay,,245552,stim,7.0,poldrack-single-stim,s519
374,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",547.0,orange,9.0,magnitude,switch,,248456,stim,8.0,poldrack-single-stim,s519
377,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",611.0,#1F45FC,4.0,color,switch,,250698,stim,9.0,poldrack-single-stim,s519
380,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1148.0,orange,8.0,magnitude,switch,,252805,stim,10.0,poldrack-single-stim,s519
383,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",986.0,orange,9.0,magnitude,stay,,255046,stim,11.0,poldrack-single-stim,s519
386,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",742.0,orange,8.0,color,switch,,257830,stim,12.0,poldrack-single-stim,s519
389,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",981.0,#1F45FC,8.0,magnitude,switch,,260207,stim,13.0,poldrack-single-stim,s519
392,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",968.0,#1F45FC,6.0,magnitude,stay,,262448,stim,14.0,poldrack-single-stim,s519
395,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",990.0,orange,1.0,color,switch,,264555,stim,15.0,poldrack-single-stim,s519
398,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",940.0,#1F45FC,9.0,magnitude,switch,,266795,stim,16.0,poldrack-single-stim,s519
401,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",470.0,orange,6.0,color,switch,,270379,stim,17.0,poldrack-single-stim,s519
404,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",710.0,orange,4.0,magnitude,switch,,272755,stim,18.0,poldrack-single-stim,s519
407,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",863.0,orange,7.0,color,switch,,274861,stim,19.0,poldrack-single-stim,s519
410,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",518.0,orange,4.0,color,stay,,277767,stim,20.0,poldrack-single-stim,s519
413,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",1228.0,#1F45FC,9.0,color,stay,,280007,stim,21.0,poldrack-single-stim,s519
416,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",772.0,#1F45FC,4.0,magnitude,switch,,282112,stim,22.0,poldrack-single-stim,s519
419,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",474.0,#1F45FC,9.0,color,switch,,285017,stim,23.0,poldrack-single-stim,s519
422,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",473.0,orange,6.0,color,stay,,287922,stim,24.0,poldrack-single-stim,s519
425,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",662.0,orange,9.0,color,stay,,290299,stim,25.0,poldrack-single-stim,s519
428,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",796.0,#1F45FC,3.0,color,stay,,292812,stim,26.0,poldrack-single-stim,s519
431,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",624.0,orange,7.0,color,stay,,294917,stim,27.0,poldrack-single-stim,s519
434,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",924.0,#1F45FC,4.0,color,stay,,297023,stim,28.0,poldrack-single-stim,s519
437,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",559.0,#1F45FC,7.0,color,stay,,299929,stim,29.0,poldrack-single-stim,s519
440,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",778.0,orange,2.0,magnitude,switch,,303106,stim,30.0,poldrack-single-stim,s519
443,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",518.0,orange,9.0,magnitude,stay,,306146,stim,31.0,poldrack-single-stim,s519
446,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",526.0,orange,6.0,magnitude,stay,,309051,stim,32.0,poldrack-single-stim,s519
449,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",820.0,#1F45FC,4.0,magnitude,stay,,312501,stim,33.0,poldrack-single-stim,s519
452,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",770.0,#1F45FC,4.0,magnitude,stay,,314878,stim,34.0,poldrack-single-stim,s519
455,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",580.0,#1F45FC,2.0,magnitude,stay,,318057,stim,35.0,poldrack-single-stim,s519
458,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",704.0,#1F45FC,6.0,magnitude,stay,,320961,stim,36.0,poldrack-single-stim,s519
461,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",879.0,#1F45FC,9.0,magnitude,stay,,323066,stim,37.0,poldrack-single-stim,s519
464,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",857.0,#1F45FC,6.0,magnitude,stay,,325308,stim,38.0,poldrack-single-stim,s519
467,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",951.0,orange,8.0,magnitude,stay,,327413,stim,39.0,poldrack-single-stim,s519
470,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",728.0,#1F45FC,4.0,magnitude,stay,,329655,stim,40.0,poldrack-single-stim,s519
473,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",526.0,orange,7.0,magnitude,stay,,332832,stim,41.0,poldrack-single-stim,s519
476,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1067.0,orange,3.0,color,switch,,335073,stim,42.0,poldrack-single-stim,s519
479,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",748.0,#1F45FC,2.0,color,stay,,337451,stim,43.0,poldrack-single-stim,s519
482,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",812.0,orange,1.0,magnitude,switch,,339557,stim,44.0,poldrack-single-stim,s519
485,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",935.0,#1F45FC,1.0,color,switch,,342478,stim,45.0,poldrack-single-stim,s519
488,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",847.0,orange,4.0,magnitude,switch,,344990,stim,46.0,poldrack-single-stim,s519
491,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",694.0,#1F45FC,2.0,magnitude,stay,,347895,stim,47.0,poldrack-single-stim,s519
494,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",625.0,orange,3.0,magnitude,stay,,351345,stim,48.0,poldrack-single-stim,s519
497,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",693.0,#1F45FC,1.0,magnitude,stay,,354386,stim,49.0,poldrack-single-stim,s519
500,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",807.0,orange,8.0,magnitude,stay,,356491,stim,50.0,poldrack-single-stim,s519
503,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",818.0,#1F45FC,1.0,color,switch,,358597,stim,51.0,poldrack-single-stim,s519
506,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",833.0,orange,9.0,magnitude,switch,,360839,stim,52.0,poldrack-single-stim,s519
509,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",921.0,#1F45FC,1.0,color,switch,,363081,stim,53.0,poldrack-single-stim,s519
512,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",411.0,orange,4.0,color,stay,,366257,stim,54.0,poldrack-single-stim,s519
515,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",676.0,orange,4.0,color,stay,,369586,stim,55.0,poldrack-single-stim,s519
518,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",620.0,orange,6.0,magnitude,switch,,372492,stim,56.0,poldrack-single-stim,s519
521,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",723.0,orange,9.0,magnitude,stay,,374597,stim,57.0,poldrack-single-stim,s519
524,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",690.0,#1F45FC,8.0,magnitude,stay,,377774,stim,58.0,poldrack-single-stim,s519
527,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",609.0,orange,7.0,magnitude,stay,,380015,stim,59.0,poldrack-single-stim,s519
530,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",502.0,orange,2.0,magnitude,stay,,382919,stim,60.0,poldrack-single-stim,s519
533,100.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",847.0,orange,4.0,color,switch,,385025,stim,61.0,poldrack-single-stim,s519
536,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1014.0,#1F45FC,3.0,magnitude,switch,,387130,stim,62.0,poldrack-single-stim,s519
539,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",825.0,orange,3.0,color,switch,,390714,stim,63.0,poldrack-single-stim,s519
542,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",847.0,#1F45FC,4.0,magnitude,switch,,392818,stim,64.0,poldrack-single-stim,s519
545,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",787.0,#1F45FC,3.0,magnitude,stay,,395994,stim,65.0,poldrack-single-stim,s519
548,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",692.0,#1F45FC,8.0,magnitude,stay,,398900,stim,66.0,poldrack-single-stim,s519
551,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",950.0,orange,9.0,magnitude,stay,,401277,stim,67.0,poldrack-single-stim,s519
554,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",415.0,orange,7.0,color,switch,,405134,stim,68.0,poldrack-single-stim,s519
557,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",706.0,orange,7.0,magnitude,switch,,407240,stim,69.0,poldrack-single-stim,s519
560,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1246.0,#1F45FC,1.0,color,switch,,409344,stim,70.0,poldrack-single-stim,s519
563,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",707.0,orange,4.0,color,stay,,411449,stim,71.0,poldrack-single-stim,s519
566,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",729.0,#1F45FC,9.0,magnitude,switch,,414355,stim,72.0,poldrack-single-stim,s519
569,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",691.0,orange,4.0,color,switch,,416597,stim,73.0,poldrack-single-stim,s519
572,100.0,False,89.0,Orange-Blue,switch,test,twobytwo,-1.0,"89,71",-1.0,#1F45FC,8.0,color,stay,,418702,stim,74.0,poldrack-single-stim,s519
