,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
110,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",436.0,orange,2.0,magnitude,switch,,8928,stim,1.0,poldrack-single-stim,s234
113,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",533.0,orange,4.0,magnitude,stay,,11834,stim,2.0,poldrack-single-stim,s234
116,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",343.0,#1F45FC,1.0,color,switch,,14739,stim,3.0,poldrack-single-stim,s234
119,100.0,False,89.0,High-Low,,test,twobytwo,71.0,"89,71",710.0,#1F45FC,7.0,magnitude,switch,,16981,stim,4.0,poldrack-single-stim,s234
122,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",683.0,orange,8.0,color,switch,,19086,stim,5.0,poldrack-single-stim,s234
125,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1228.0,orange,6.0,magnitude,switch,,22128,stim,6.0,poldrack-single-stim,s234
128,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",691.0,orange,2.0,magnitude,stay,,24641,stim,7.0,poldrack-single-stim,s234
131,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",560.0,#1F45FC,2.0,color,switch,,27681,stim,8.0,poldrack-single-stim,s234
134,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",801.0,#1F45FC,2.0,magnitude,switch,,29788,stim,9.0,poldrack-single-stim,s234
137,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",383.0,#1F45FC,3.0,color,switch,,32828,stim,10.0,poldrack-single-stim,s234
140,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",660.0,#1F45FC,6.0,color,stay,,35205,stim,11.0,poldrack-single-stim,s234
143,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",553.0,#1F45FC,7.0,magnitude,switch,,38111,stim,12.0,poldrack-single-stim,s234
146,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",523.0,#1F45FC,8.0,color,switch,,41424,stim,13.0,poldrack-single-stim,s234
149,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",951.0,orange,6.0,color,stay,,43530,stim,14.0,poldrack-single-stim,s234
152,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",511.0,orange,4.0,magnitude,switch,,46570,stim,15.0,poldrack-single-stim,s234
155,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",387.0,#1F45FC,6.0,color,switch,,49884,stim,16.0,poldrack-single-stim,s234
158,900.0,False,71.0,High-Low,,test,twobytwo,89.0,"89,71",504.0,orange,4.0,magnitude,switch,,52925,stim,17.0,poldrack-single-stim,s234
161,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",500.0,#1F45FC,8.0,color,switch,,56237,stim,18.0,poldrack-single-stim,s234
164,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",835.0,#1F45FC,3.0,magnitude,switch,,59279,stim,19.0,poldrack-single-stim,s234
167,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",685.0,orange,6.0,magnitude,stay,,62183,stim,20.0,poldrack-single-stim,s234
170,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",429.0,orange,9.0,magnitude,stay,,65361,stim,21.0,poldrack-single-stim,s234
173,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",667.0,#1F45FC,1.0,color,switch,,67466,stim,22.0,poldrack-single-stim,s234
176,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",782.0,#1F45FC,4.0,magnitude,switch,,70644,stim,23.0,poldrack-single-stim,s234
179,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",565.0,#1F45FC,4.0,magnitude,stay,,73021,stim,24.0,poldrack-single-stim,s234
182,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",695.0,#1F45FC,6.0,magnitude,stay,,76077,stim,25.0,poldrack-single-stim,s234
185,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",463.0,#1F45FC,3.0,magnitude,stay,,79661,stim,26.0,poldrack-single-stim,s234
188,100.0,False,89.0,High-Low,stay,test,twobytwo,71.0,"89,71",958.0,orange,6.0,magnitude,stay,,81901,stim,27.0,poldrack-single-stim,s234
191,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",674.0,orange,6.0,magnitude,stay,,84278,stim,28.0,poldrack-single-stim,s234
194,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",749.0,#1F45FC,2.0,magnitude,stay,,86656,stim,29.0,poldrack-single-stim,s234
197,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",352.0,#1F45FC,4.0,color,switch,,89698,stim,30.0,poldrack-single-stim,s234
200,100.0,False,71.0,Color,switch,test,twobytwo,89.0,"89,71",982.0,#1F45FC,9.0,color,stay,,92211,stim,31.0,poldrack-single-stim,s234
203,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",752.0,#1F45FC,8.0,color,stay,,94451,stim,32.0,poldrack-single-stim,s234
206,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",680.0,#1F45FC,6.0,color,stay,,97492,stim,33.0,poldrack-single-stim,s234
209,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",1363.0,orange,6.0,color,stay,,99597,stim,34.0,poldrack-single-stim,s234
212,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",472.0,orange,3.0,color,stay,,102502,stim,35.0,poldrack-single-stim,s234
215,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",659.0,#1F45FC,1.0,color,stay,,104608,stim,36.0,poldrack-single-stim,s234
218,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",542.0,#1F45FC,9.0,color,stay,,107513,stim,37.0,poldrack-single-stim,s234
221,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",684.0,orange,7.0,color,stay,,109618,stim,38.0,poldrack-single-stim,s234
224,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",763.0,#1F45FC,2.0,color,stay,,111995,stim,39.0,poldrack-single-stim,s234
227,100.0,False,71.0,Color,switch,test,twobytwo,89.0,"89,71",823.0,#1F45FC,7.0,color,stay,,114509,stim,40.0,poldrack-single-stim,s234
230,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",400.0,orange,7.0,color,stay,,117414,stim,41.0,poldrack-single-stim,s234
233,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",881.0,orange,4.0,magnitude,switch,,119656,stim,42.0,poldrack-single-stim,s234
236,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",624.0,#1F45FC,2.0,magnitude,stay,,121761,stim,43.0,poldrack-single-stim,s234
239,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",661.0,#1F45FC,6.0,color,switch,,124002,stim,44.0,poldrack-single-stim,s234
242,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",731.0,orange,4.0,magnitude,switch,,127453,stim,45.0,poldrack-single-stim,s234
245,900.0,False,89.0,Color,,test,twobytwo,71.0,"89,71",716.0,orange,4.0,color,switch,,131039,stim,46.0,poldrack-single-stim,s234
248,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",372.0,#1F45FC,9.0,color,stay,,135031,stim,47.0,poldrack-single-stim,s234
251,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",362.0,#1F45FC,2.0,color,stay,,138072,stim,48.0,poldrack-single-stim,s234
254,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",729.0,orange,4.0,color,stay,,141521,stim,49.0,poldrack-single-stim,s234
257,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",352.0,orange,6.0,color,stay,,144428,stim,50.0,poldrack-single-stim,s234
260,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",511.0,#1F45FC,1.0,magnitude,switch,,147469,stim,51.0,poldrack-single-stim,s234
263,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",734.0,orange,9.0,color,switch,,149574,stim,52.0,poldrack-single-stim,s234
266,100.0,False,89.0,High-Low,,test,twobytwo,71.0,"89,71",837.0,orange,8.0,magnitude,switch,,152088,stim,53.0,poldrack-single-stim,s234
269,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",737.0,#1F45FC,9.0,magnitude,stay,,154193,stim,54.0,poldrack-single-stim,s234
272,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",520.0,orange,9.0,magnitude,stay,,157097,stim,55.0,poldrack-single-stim,s234
275,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",937.0,orange,4.0,color,switch,,159202,stim,56.0,poldrack-single-stim,s234
278,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",700.0,orange,3.0,color,stay,,162788,stim,57.0,poldrack-single-stim,s234
281,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",988.0,#1F45FC,8.0,color,stay,,165165,stim,58.0,poldrack-single-stim,s234
284,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",525.0,#1F45FC,3.0,color,stay,,167679,stim,59.0,poldrack-single-stim,s234
287,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",720.0,orange,7.0,color,stay,,171008,stim,60.0,poldrack-single-stim,s234
290,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",695.0,orange,6.0,magnitude,switch,,173520,stim,61.0,poldrack-single-stim,s234
293,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",350.0,#1F45FC,3.0,color,switch,,177242,stim,62.0,poldrack-single-stim,s234
296,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",631.0,#1F45FC,2.0,magnitude,switch,,179755,stim,63.0,poldrack-single-stim,s234
299,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",495.0,orange,7.0,color,switch,,181995,stim,64.0,poldrack-single-stim,s234
302,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",694.0,#1F45FC,3.0,color,stay,,184235,stim,65.0,poldrack-single-stim,s234
305,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",929.0,orange,4.0,color,stay,,186339,stim,66.0,poldrack-single-stim,s234
308,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1298.0,#1F45FC,8.0,color,stay,,189243,stim,67.0,poldrack-single-stim,s234
311,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",499.0,orange,9.0,magnitude,switch,,192421,stim,68.0,poldrack-single-stim,s234
314,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",1339.0,#1F45FC,3.0,color,switch,,194933,stim,69.0,poldrack-single-stim,s234
317,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",874.0,orange,6.0,magnitude,switch,,197038,stim,70.0,poldrack-single-stim,s234
320,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",434.0,#1F45FC,2.0,magnitude,stay,,200078,stim,71.0,poldrack-single-stim,s234
323,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",666.0,#1F45FC,8.0,color,switch,,202184,stim,72.0,poldrack-single-stim,s234
326,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",764.0,#1F45FC,3.0,magnitude,switch,,205497,stim,73.0,poldrack-single-stim,s234
329,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",603.0,#1F45FC,3.0,magnitude,stay,,207875,stim,74.0,poldrack-single-stim,s234
332,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",682.0,orange,6.0,color,switch,,209980,stim,75.0,poldrack-single-stim,s234
335,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",968.0,orange,7.0,color,stay,,212359,stim,76.0,poldrack-single-stim,s234
338,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",686.0,#1F45FC,2.0,magnitude,switch,,215263,stim,77.0,poldrack-single-stim,s234
341,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",501.0,orange,2.0,color,switch,,218169,stim,78.0,poldrack-single-stim,s234
344,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",816.0,orange,7.0,color,stay,,220545,stim,79.0,poldrack-single-stim,s234
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,230549,rest_block,,poldrack-single-stim,s234
350,100.0,False,71.0,Magnitude,stay,test,twobytwo,89.0,"89,71",728.0,orange,1.0,magnitude,stay,,236295,stim,0.0,poldrack-single-stim,s234
353,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",322.0,orange,2.0,color,switch,,239200,stim,1.0,poldrack-single-stim,s234
356,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",564.0,orange,4.0,color,stay,,242107,stim,2.0,poldrack-single-stim,s234
359,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",617.0,#1F45FC,1.0,magnitude,switch,,245011,stim,3.0,poldrack-single-stim,s234
362,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",690.0,#1F45FC,7.0,color,switch,,247117,stim,4.0,poldrack-single-stim,s234
365,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",627.0,orange,8.0,magnitude,switch,,249222,stim,5.0,poldrack-single-stim,s234
368,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",406.0,orange,6.0,color,switch,,252264,stim,6.0,poldrack-single-stim,s234
371,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",514.0,orange,2.0,color,stay,,254368,stim,7.0,poldrack-single-stim,s234
374,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",653.0,#1F45FC,2.0,magnitude,switch,,257274,stim,8.0,poldrack-single-stim,s234
377,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",702.0,#1F45FC,2.0,color,switch,,259515,stim,9.0,poldrack-single-stim,s234
380,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",715.0,#1F45FC,3.0,magnitude,switch,,262421,stim,10.0,poldrack-single-stim,s234
383,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",775.0,#1F45FC,6.0,magnitude,stay,,264662,stim,11.0,poldrack-single-stim,s234
386,900.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",521.0,#1F45FC,7.0,color,switch,,268248,stim,12.0,poldrack-single-stim,s234
389,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",707.0,#1F45FC,8.0,magnitude,switch,,271424,stim,13.0,poldrack-single-stim,s234
392,100.0,False,89.0,High-Low,switch,test,twobytwo,71.0,"89,71",823.0,orange,6.0,magnitude,stay,,273666,stim,14.0,poldrack-single-stim,s234
395,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",656.0,orange,4.0,color,switch,,276572,stim,15.0,poldrack-single-stim,s234
398,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",848.0,#1F45FC,6.0,magnitude,switch,,279614,stim,16.0,poldrack-single-stim,s234
401,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",521.0,orange,4.0,color,switch,,283198,stim,17.0,poldrack-single-stim,s234
404,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",559.0,#1F45FC,8.0,magnitude,switch,,286375,stim,18.0,poldrack-single-stim,s234
407,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",770.0,#1F45FC,3.0,color,switch,,289281,stim,19.0,poldrack-single-stim,s234
410,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",714.0,orange,6.0,color,stay,,292185,stim,20.0,poldrack-single-stim,s234
413,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",1201.0,orange,9.0,color,stay,,295225,stim,21.0,poldrack-single-stim,s234
416,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",699.0,#1F45FC,1.0,magnitude,switch,,297330,stim,22.0,poldrack-single-stim,s234
419,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",935.0,#1F45FC,4.0,color,switch,,300235,stim,23.0,poldrack-single-stim,s234
422,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",946.0,#1F45FC,4.0,color,stay,,302340,stim,24.0,poldrack-single-stim,s234
425,100.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",981.0,#1F45FC,6.0,color,stay,,304717,stim,25.0,poldrack-single-stim,s234
428,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",588.0,#1F45FC,3.0,color,stay,,308034,stim,26.0,poldrack-single-stim,s234
431,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",1057.0,orange,6.0,color,stay,,310140,stim,27.0,poldrack-single-stim,s234
434,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",582.0,orange,6.0,color,stay,,312246,stim,28.0,poldrack-single-stim,s234
437,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",613.0,#1F45FC,2.0,color,stay,,314351,stim,29.0,poldrack-single-stim,s234
440,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",563.0,#1F45FC,4.0,magnitude,switch,,317528,stim,30.0,poldrack-single-stim,s234
443,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",736.0,#1F45FC,9.0,magnitude,stay,,319770,stim,31.0,poldrack-single-stim,s234
446,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",785.0,#1F45FC,8.0,magnitude,stay,,321874,stim,32.0,poldrack-single-stim,s234
449,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",618.0,#1F45FC,6.0,magnitude,stay,,325324,stim,33.0,poldrack-single-stim,s234
452,100.0,False,89.0,Magnitude,switch,test,twobytwo,71.0,"89,71",1045.0,orange,6.0,magnitude,stay,,327701,stim,34.0,poldrack-single-stim,s234
455,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",402.0,orange,3.0,magnitude,stay,,330879,stim,35.0,poldrack-single-stim,s234
458,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",1037.0,#1F45FC,1.0,magnitude,stay,,332983,stim,36.0,poldrack-single-stim,s234
461,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",464.0,#1F45FC,9.0,magnitude,stay,,335890,stim,37.0,poldrack-single-stim,s234
464,100.0,False,89.0,High-Low,switch,test,twobytwo,71.0,"89,71",1006.0,orange,7.0,magnitude,stay,,338132,stim,38.0,poldrack-single-stim,s234
467,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",926.0,#1F45FC,2.0,magnitude,stay,,340237,stim,39.0,poldrack-single-stim,s234
470,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",734.0,#1F45FC,7.0,magnitude,stay,,342479,stim,40.0,poldrack-single-stim,s234
473,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",508.0,orange,7.0,magnitude,stay,,345656,stim,41.0,poldrack-single-stim,s234
476,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",589.0,orange,4.0,color,switch,,347898,stim,42.0,poldrack-single-stim,s234
479,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",655.0,#1F45FC,2.0,color,stay,,350277,stim,43.0,poldrack-single-stim,s234
482,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1023.0,#1F45FC,6.0,magnitude,switch,,352381,stim,44.0,poldrack-single-stim,s234
485,900.0,False,89.0,Color,,test,twobytwo,71.0,"89,71",695.0,orange,4.0,color,switch,,356102,stim,45.0,poldrack-single-stim,s234
488,900.0,False,71.0,Magnitude,,test,twobytwo,89.0,"89,71",649.0,orange,4.0,magnitude,switch,,359414,stim,46.0,poldrack-single-stim,s234
491,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",480.0,#1F45FC,9.0,magnitude,stay,,362319,stim,47.0,poldrack-single-stim,s234
494,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",441.0,#1F45FC,2.0,magnitude,stay,,365768,stim,48.0,poldrack-single-stim,s234
497,900.0,False,71.0,High-Low,switch,test,twobytwo,89.0,"89,71",533.0,orange,4.0,magnitude,stay,,368809,stim,49.0,poldrack-single-stim,s234
500,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",871.0,orange,6.0,magnitude,stay,,371715,stim,50.0,poldrack-single-stim,s234
503,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",485.0,#1F45FC,1.0,color,switch,,374620,stim,51.0,poldrack-single-stim,s234
506,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",952.0,orange,9.0,magnitude,switch,,376859,stim,52.0,poldrack-single-stim,s234
509,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",892.0,orange,8.0,color,switch,,379100,stim,53.0,poldrack-single-stim,s234
512,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",971.0,#1F45FC,9.0,color,stay,,381476,stim,54.0,poldrack-single-stim,s234
515,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",798.0,orange,9.0,color,stay,,385606,stim,55.0,poldrack-single-stim,s234
518,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1097.0,orange,4.0,magnitude,switch,,387710,stim,56.0,poldrack-single-stim,s234
521,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",701.0,orange,3.0,magnitude,stay,,390615,stim,57.0,poldrack-single-stim,s234
524,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",958.0,#1F45FC,8.0,magnitude,stay,,392992,stim,58.0,poldrack-single-stim,s234
527,100.0,False,71.0,Magnitude,stay,test,twobytwo,89.0,"89,71",1208.0,#1F45FC,3.0,magnitude,stay,,395233,stim,59.0,poldrack-single-stim,s234
530,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",638.0,orange,7.0,magnitude,stay,,397337,stim,60.0,poldrack-single-stim,s234
533,100.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1823.0,orange,6.0,color,switch,,399443,stim,61.0,poldrack-single-stim,s234
536,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",757.0,#1F45FC,3.0,magnitude,switch,,402348,stim,62.0,poldrack-single-stim,s234
539,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",698.0,#1F45FC,2.0,color,switch,,405132,stim,63.0,poldrack-single-stim,s234
542,100.0,False,89.0,High-Low,,test,twobytwo,71.0,"89,71",936.0,orange,7.0,magnitude,switch,,407238,stim,64.0,poldrack-single-stim,s234
545,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",974.0,#1F45FC,3.0,magnitude,stay,,409615,stim,65.0,poldrack-single-stim,s234
548,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",898.0,orange,4.0,magnitude,stay,,411721,stim,66.0,poldrack-single-stim,s234
551,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",528.0,#1F45FC,8.0,magnitude,stay,,414898,stim,67.0,poldrack-single-stim,s234
554,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",709.0,orange,9.0,color,switch,,418754,stim,68.0,poldrack-single-stim,s234
557,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",820.0,#1F45FC,3.0,magnitude,switch,,420860,stim,69.0,poldrack-single-stim,s234
560,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",603.0,orange,6.0,color,switch,,422964,stim,70.0,poldrack-single-stim,s234
563,900.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",690.0,#1F45FC,2.0,color,stay,,425871,stim,71.0,poldrack-single-stim,s234
566,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",959.0,#1F45FC,8.0,magnitude,switch,,427976,stim,72.0,poldrack-single-stim,s234
569,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",422.0,#1F45FC,3.0,color,switch,,431016,stim,73.0,poldrack-single-stim,s234
572,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1124.0,#1F45FC,3.0,color,stay,,433120,stim,74.0,poldrack-single-stim,s234
