,correct,correct_response,cue,exp_stage,experiment_exp_id,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
121,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",591,,57821,stim,20.0,poldrack-single-stim,s499
124,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",675,,60438,stim,21.0,poldrack-single-stim,s499
127,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",568,,63044,stim,22.0,poldrack-single-stim,s499
130,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",556,,65654,stim,23.0,poldrack-single-stim,s499
133,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",503,,68269,stim,24.0,poldrack-single-stim,s499
136,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",605,,70881,stim,25.0,poldrack-single-stim,s499
139,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",465,,73490,stim,26.0,poldrack-single-stim,s499
142,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",645,,76097,stim,27.0,poldrack-single-stim,s499
145,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",598,,78703,stim,28.0,poldrack-single-stim,s499
148,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",509,,81314,stim,29.0,poldrack-single-stim,s499
151,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",485,,83924,stim,30.0,poldrack-single-stim,s499
154,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",639,,86535,stim,31.0,poldrack-single-stim,s499
157,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",604,,89142,stim,32.0,poldrack-single-stim,s499
160,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",526,,91752,stim,33.0,poldrack-single-stim,s499
163,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",539,,94364,stim,34.0,poldrack-single-stim,s499
166,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",535,,96974,stim,35.0,poldrack-single-stim,s499
169,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",483,,99583,stim,36.0,poldrack-single-stim,s499
172,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",567,,102192,stim,37.0,poldrack-single-stim,s499
175,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",534,,104801,stim,38.0,poldrack-single-stim,s499
178,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",601,,107412,stim,39.0,poldrack-single-stim,s499
181,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",515,,110022,stim,40.0,poldrack-single-stim,s499
184,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",727,,112631,stim,41.0,poldrack-single-stim,s499
187,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",656,,115240,stim,42.0,poldrack-single-stim,s499
190,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",520,,117849,stim,43.0,poldrack-single-stim,s499
193,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",613,,120458,stim,44.0,poldrack-single-stim,s499
196,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",912,,123066,stim,45.0,poldrack-single-stim,s499
199,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",643,,125679,stim,46.0,poldrack-single-stim,s499
202,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",460,,128288,stim,47.0,poldrack-single-stim,s499
205,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",523,,130897,stim,48.0,poldrack-single-stim,s499
208,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",493,,133508,stim,49.0,poldrack-single-stim,s499
211,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",571,,136117,stim,50.0,poldrack-single-stim,s499
214,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",442,,138727,stim,51.0,poldrack-single-stim,s499
217,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",498,,141336,stim,52.0,poldrack-single-stim,s499
220,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",488,,143944,stim,53.0,poldrack-single-stim,s499
223,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",643,,146551,stim,54.0,poldrack-single-stim,s499
226,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",602,,149159,stim,55.0,poldrack-single-stim,s499
229,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",389,,151767,stim,56.0,poldrack-single-stim,s499
232,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",454,,154376,stim,57.0,poldrack-single-stim,s499
235,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",655,,156986,stim,58.0,poldrack-single-stim,s499
238,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",529,,159597,stim,59.0,poldrack-single-stim,s499
241,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",532,,162207,stim,60.0,poldrack-single-stim,s499
244,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",540,,164814,stim,61.0,poldrack-single-stim,s499
247,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",609,,167425,stim,62.0,poldrack-single-stim,s499
250,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",612,,170034,stim,63.0,poldrack-single-stim,s499
251,,,,,attention_network_task,,,,-1,none,-1,,177535,rest_block,,poldrack-single-stim,s499
255,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",599,,183153,stim,64.0,poldrack-single-stim,s499
258,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",662,,185761,stim,65.0,poldrack-single-stim,s499
261,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",480,,188370,stim,66.0,poldrack-single-stim,s499
264,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",694,,190978,stim,67.0,poldrack-single-stim,s499
267,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",588,,193587,stim,68.0,poldrack-single-stim,s499
270,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",604,,196196,stim,69.0,poldrack-single-stim,s499
273,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",578,,198807,stim,70.0,poldrack-single-stim,s499
276,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",509,,201413,stim,71.0,poldrack-single-stim,s499
279,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",675,,204021,stim,72.0,poldrack-single-stim,s499
282,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",543,,206630,stim,73.0,poldrack-single-stim,s499
285,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",609,,209239,stim,74.0,poldrack-single-stim,s499
288,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",433,,211850,stim,75.0,poldrack-single-stim,s499
291,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",571,,214459,stim,76.0,poldrack-single-stim,s499
294,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",585,,217071,stim,77.0,poldrack-single-stim,s499
297,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",627,,219682,stim,78.0,poldrack-single-stim,s499
300,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",580,,222290,stim,79.0,poldrack-single-stim,s499
303,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",580,,224899,stim,80.0,poldrack-single-stim,s499
306,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",561,,227506,stim,81.0,poldrack-single-stim,s499
309,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",479,,230115,stim,82.0,poldrack-single-stim,s499
312,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",647,,232724,stim,83.0,poldrack-single-stim,s499
315,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",574,,235333,stim,84.0,poldrack-single-stim,s499
318,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",655,,237942,stim,85.0,poldrack-single-stim,s499
321,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",459,,240550,stim,86.0,poldrack-single-stim,s499
324,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",547,,243161,stim,87.0,poldrack-single-stim,s499
327,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",518,,245771,stim,88.0,poldrack-single-stim,s499
330,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",548,,248380,stim,89.0,poldrack-single-stim,s499
333,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",690,,250987,stim,90.0,poldrack-single-stim,s499
336,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",456,,253596,stim,91.0,poldrack-single-stim,s499
339,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",540,,256205,stim,92.0,poldrack-single-stim,s499
342,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",505,,258817,stim,93.0,poldrack-single-stim,s499
345,1.0,89.0,double,test,attention_network_task,up,left,incongruent,89,"89,71",535,,261425,stim,94.0,poldrack-single-stim,s499
348,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",452,,264032,stim,95.0,poldrack-single-stim,s499
351,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",499,,266638,stim,96.0,poldrack-single-stim,s499
354,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",433,,269248,stim,97.0,poldrack-single-stim,s499
357,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",495,,271856,stim,98.0,poldrack-single-stim,s499
360,1.0,71.0,double,test,attention_network_task,down,right,congruent,71,"89,71",453,,274464,stim,99.0,poldrack-single-stim,s499
363,1.0,71.0,double,test,attention_network_task,up,right,congruent,71,"89,71",574,,277073,stim,100.0,poldrack-single-stim,s499
366,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",627,,279682,stim,101.0,poldrack-single-stim,s499
369,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",527,,282292,stim,102.0,poldrack-single-stim,s499
372,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",529,,284903,stim,103.0,poldrack-single-stim,s499
375,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",460,,287512,stim,104.0,poldrack-single-stim,s499
378,1.0,89.0,spatial,test,attention_network_task,down,left,congruent,89,"89,71",543,,290121,stim,105.0,poldrack-single-stim,s499
381,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",423,,292732,stim,106.0,poldrack-single-stim,s499
384,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",464,,295343,stim,107.0,poldrack-single-stim,s499
387,1.0,71.0,spatial,test,attention_network_task,down,right,incongruent,71,"89,71",481,,297952,stim,108.0,poldrack-single-stim,s499
390,1.0,89.0,spatial,test,attention_network_task,down,left,incongruent,89,"89,71",523,,300564,stim,109.0,poldrack-single-stim,s499
393,1.0,71.0,double,test,attention_network_task,down,right,incongruent,71,"89,71",506,,303174,stim,110.0,poldrack-single-stim,s499
396,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",524,,305783,stim,111.0,poldrack-single-stim,s499
399,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",525,,308392,stim,112.0,poldrack-single-stim,s499
402,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",406,,311001,stim,113.0,poldrack-single-stim,s499
405,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",475,,313610,stim,114.0,poldrack-single-stim,s499
408,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",390,,316217,stim,115.0,poldrack-single-stim,s499
411,1.0,89.0,double,test,attention_network_task,down,left,congruent,89,"89,71",515,,318829,stim,116.0,poldrack-single-stim,s499
414,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",552,,321437,stim,117.0,poldrack-single-stim,s499
417,1.0,71.0,spatial,test,attention_network_task,up,right,congruent,71,"89,71",516,,324045,stim,118.0,poldrack-single-stim,s499
420,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",554,,326653,stim,119.0,poldrack-single-stim,s499
423,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",410,,329263,stim,120.0,poldrack-single-stim,s499
426,1.0,89.0,spatial,test,attention_network_task,up,left,incongruent,89,"89,71",569,,331875,stim,121.0,poldrack-single-stim,s499
429,1.0,89.0,double,test,attention_network_task,up,left,congruent,89,"89,71",598,,334486,stim,122.0,poldrack-single-stim,s499
432,1.0,71.0,spatial,test,attention_network_task,down,right,congruent,71,"89,71",425,,337092,stim,123.0,poldrack-single-stim,s499
435,1.0,89.0,double,test,attention_network_task,down,left,incongruent,89,"89,71",672,,339701,stim,124.0,poldrack-single-stim,s499
438,1.0,71.0,spatial,test,attention_network_task,up,right,incongruent,71,"89,71",608,,342311,stim,125.0,poldrack-single-stim,s499
441,1.0,71.0,double,test,attention_network_task,up,right,incongruent,71,"89,71",607,,344925,stim,126.0,poldrack-single-stim,s499
444,1.0,89.0,spatial,test,attention_network_task,up,left,congruent,89,"89,71",556,,347535,stim,127.0,poldrack-single-stim,s499
