,Unnamed: 0,Unnamed: 0.1,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
2732,2732,444,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",721,,578947,probe,4.0,poldrack-single-stim,s519
2733,2733,447,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",879,,583088,probe,5.0,poldrack-single-stim,s519
2734,2734,450,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",768,,587092,probe,6.0,poldrack-single-stim,s519
2735,2735,453,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",821,,591096,probe,7.0,poldrack-single-stim,s519
2736,2736,456,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",757,,595373,probe,8.0,poldrack-single-stim,s519
2737,2737,459,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",754,,600329,probe,9.0,poldrack-single-stim,s519
2738,2738,462,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",803,,604744,probe,10.0,poldrack-single-stim,s519
2739,2739,465,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",826,,608884,probe,11.0,poldrack-single-stim,s519
2740,2740,468,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",761,,612889,probe,12.0,poldrack-single-stim,s519
2741,2741,471,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",781,,617030,probe,13.0,poldrack-single-stim,s519
2742,2742,474,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",806,,621171,probe,14.0,poldrack-single-stim,s519
2743,2743,477,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",777,,626128,probe,15.0,poldrack-single-stim,s519
2744,2744,480,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",789,,630133,probe,16.0,poldrack-single-stim,s519
2745,2745,483,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1003,,634138,probe,17.0,poldrack-single-stim,s519
2746,2746,486,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",762,,638279,probe,18.0,poldrack-single-stim,s519
2747,2747,489,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",676,,642420,probe,19.0,poldrack-single-stim,s519
2748,2748,492,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",801,,646561,probe,20.0,poldrack-single-stim,s519
2749,2749,495,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",706,,650565,probe,21.0,poldrack-single-stim,s519
2750,2750,498,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",751,,654570,probe,22.0,poldrack-single-stim,s519
2751,2751,501,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",777,,658846,probe,23.0,poldrack-single-stim,s519
2752,2752,504,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",801,,663533,probe,24.0,poldrack-single-stim,s519
2753,2753,507,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",782,,667809,probe,25.0,poldrack-single-stim,s519
2754,2754,510,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",827,,671814,probe,26.0,poldrack-single-stim,s519
2755,2755,513,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",798,,675819,probe,27.0,poldrack-single-stim,s519
2756,2756,516,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",760,,679960,probe,28.0,poldrack-single-stim,s519
2757,2757,519,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",811,,684644,probe,29.0,poldrack-single-stim,s519
2758,2758,522,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",790,,689465,probe,30.0,poldrack-single-stim,s519
2759,2759,525,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",764,,693606,probe,31.0,poldrack-single-stim,s519
2760,2760,528,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",878,,698290,probe,32.0,poldrack-single-stim,s519
2761,2761,531,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",802,,702839,probe,33.0,poldrack-single-stim,s519
2762,2762,534,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",840,,707115,probe,34.0,poldrack-single-stim,s519
2763,2763,537,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",790,,711120,probe,35.0,poldrack-single-stim,s519
2764,2764,540,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",771,,715806,probe,36.0,poldrack-single-stim,s519
2765,2765,543,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",766,,720762,probe,37.0,poldrack-single-stim,s519
2766,2766,546,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",800,,724902,probe,38.0,poldrack-single-stim,s519
2767,2767,549,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",998,,729315,probe,39.0,poldrack-single-stim,s519
2768,2768,7,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",552,,-86968,probe,0.0,poldrack-single-stim,s524
2769,2769,11,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",549,,-82457,probe,1.0,poldrack-single-stim,s524
2770,2770,15,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",1164,,-77947,probe,2.0,poldrack-single-stim,s524
2771,2771,19,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",475,,-73439,probe,3.0,poldrack-single-stim,s524
2772,2772,23,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",807,,-68932,probe,4.0,poldrack-single-stim,s524
2773,2773,27,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",403,,-63623,probe,5.0,poldrack-single-stim,s524
2774,2774,31,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",342,,-58113,probe,6.0,poldrack-single-stim,s524
2775,2775,35,AY,0.0,71.0,practice,dot_pattern_expectancy,89.0,"89,71",607,,-53404,probe,7.0,poldrack-single-stim,s524
2776,2776,39,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",430,,-48494,probe,8.0,poldrack-single-stim,s524
2777,2777,43,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",505,,-43385,probe,9.0,poldrack-single-stim,s524
2778,2778,66,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,7284,probe,0.0,poldrack-single-stim,s524
2779,2779,69,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",617,,11291,probe,1.0,poldrack-single-stim,s524
2780,2780,72,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",542,,16249,probe,2.0,poldrack-single-stim,s524
2781,2781,75,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",554,,20527,probe,3.0,poldrack-single-stim,s524
2782,2782,78,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",394,,24943,probe,4.0,poldrack-single-stim,s524
2783,2783,81,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",490,,29357,probe,5.0,poldrack-single-stim,s524
2784,2784,84,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1209,,34452,probe,6.0,poldrack-single-stim,s524
2785,2785,87,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",582,,38460,probe,7.0,poldrack-single-stim,s524
2786,2786,90,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1257,,42467,probe,8.0,poldrack-single-stim,s524
2787,2787,93,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",512,,46476,probe,9.0,poldrack-single-stim,s524
2788,2788,96,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1250,,50618,probe,10.0,poldrack-single-stim,s524
2789,2789,99,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",276,,55168,probe,11.0,poldrack-single-stim,s524
2790,2790,102,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,59445,probe,12.0,poldrack-single-stim,s524
2791,2791,105,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,64541,probe,13.0,poldrack-single-stim,s524
2792,2792,108,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1254,,68548,probe,14.0,poldrack-single-stim,s524
2793,2793,111,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",462,,73508,probe,15.0,poldrack-single-stim,s524
2794,2794,114,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",399,,77652,probe,16.0,poldrack-single-stim,s524
2795,2795,117,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",356,,81796,probe,17.0,poldrack-single-stim,s524
2796,2796,120,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",478,,85803,probe,18.0,poldrack-single-stim,s524
2797,2797,123,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",474,,89945,probe,19.0,poldrack-single-stim,s524
2798,2798,126,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",879,,93953,probe,20.0,poldrack-single-stim,s524
2799,2799,129,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",795,,98640,probe,21.0,poldrack-single-stim,s524
2800,2800,132,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,102650,probe,22.0,poldrack-single-stim,s524
2801,2801,135,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1371,,107065,probe,23.0,poldrack-single-stim,s524
2802,2802,138,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",273,,111207,probe,24.0,poldrack-single-stim,s524
2803,2803,141,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",800,,115350,probe,25.0,poldrack-single-stim,s524
2804,2804,144,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",426,,119494,probe,26.0,poldrack-single-stim,s524
2805,2805,147,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",780,,123501,probe,27.0,poldrack-single-stim,s524
2806,2806,150,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",613,,128050,probe,28.0,poldrack-single-stim,s524
2807,2807,153,AY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,132736,probe,29.0,poldrack-single-stim,s524
2808,2808,156,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",566,,136879,probe,30.0,poldrack-single-stim,s524
2809,2809,159,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",752,,141158,probe,31.0,poldrack-single-stim,s524
2810,2810,162,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,145165,probe,32.0,poldrack-single-stim,s524
2811,2811,165,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",1397,,149579,probe,33.0,poldrack-single-stim,s524
2812,2812,168,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",392,,154129,probe,34.0,poldrack-single-stim,s524
2813,2813,171,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1059,,158273,probe,35.0,poldrack-single-stim,s524
2814,2814,174,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",549,,162551,probe,36.0,poldrack-single-stim,s524
2815,2815,177,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",713,,166694,probe,37.0,poldrack-single-stim,s524
2816,2816,180,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",436,,170971,probe,38.0,poldrack-single-stim,s524
2817,2817,183,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,174979,probe,39.0,poldrack-single-stim,s524
2818,2818,184,,,,,dot_pattern_expectancy,-1.0,none,-1,,182482,rest_block,,poldrack-single-stim,s524
2819,2819,188,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,189629,probe,0.0,poldrack-single-stim,s524
2820,2820,191,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",654,,193636,probe,1.0,poldrack-single-stim,s524
2821,2821,194,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",383,,198186,probe,2.0,poldrack-single-stim,s524
2822,2822,197,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",308,,202463,probe,3.0,poldrack-single-stim,s524
2823,2823,200,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,206605,probe,4.0,poldrack-single-stim,s524
2824,2824,203,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,210749,probe,5.0,poldrack-single-stim,s524
2825,2825,206,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",572,,214755,probe,6.0,poldrack-single-stim,s524
2826,2826,209,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",349,,218762,probe,7.0,poldrack-single-stim,s524
2827,2827,212,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",547,,223313,probe,8.0,poldrack-single-stim,s524
2828,2828,215,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",614,,228272,probe,9.0,poldrack-single-stim,s524
2829,2829,218,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1291,,232686,probe,10.0,poldrack-single-stim,s524
2830,2830,221,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",690,,236693,probe,11.0,poldrack-single-stim,s524
2831,2831,224,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",976,,241108,probe,12.0,poldrack-single-stim,s524
2832,2832,227,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",316,,245795,probe,13.0,poldrack-single-stim,s524
2833,2833,230,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",842,,249803,probe,14.0,poldrack-single-stim,s524
2834,2834,233,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",281,,254218,probe,15.0,poldrack-single-stim,s524
2835,2835,236,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",397,,259041,probe,16.0,poldrack-single-stim,s524
2836,2836,239,AY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,263862,probe,17.0,poldrack-single-stim,s524
2837,2837,242,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,268004,probe,18.0,poldrack-single-stim,s524
2838,2838,245,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",693,,272012,probe,19.0,poldrack-single-stim,s524
2839,2839,248,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",265,,276426,probe,20.0,poldrack-single-stim,s524
2840,2840,251,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",449,,280433,probe,21.0,poldrack-single-stim,s524
2841,2841,254,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",654,,285255,probe,22.0,poldrack-single-stim,s524
2842,2842,257,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,289261,probe,23.0,poldrack-single-stim,s524
2843,2843,260,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",737,,294492,probe,24.0,poldrack-single-stim,s524
2844,2844,263,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",412,,298498,probe,25.0,poldrack-single-stim,s524
2845,2845,266,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",886,,302640,probe,26.0,poldrack-single-stim,s524
2846,2846,269,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",420,,306784,probe,27.0,poldrack-single-stim,s524
2847,2847,272,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",408,,311062,probe,28.0,poldrack-single-stim,s524
2848,2848,275,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",281,,315341,probe,29.0,poldrack-single-stim,s524
2849,2849,278,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",582,,319348,probe,30.0,poldrack-single-stim,s524
2850,2850,281,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",484,,324307,probe,31.0,poldrack-single-stim,s524
2851,2851,284,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",415,,328448,probe,32.0,poldrack-single-stim,s524
2852,2852,287,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",613,,332590,probe,33.0,poldrack-single-stim,s524
2853,2853,290,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",738,,336595,probe,34.0,poldrack-single-stim,s524
2854,2854,293,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,340602,probe,35.0,poldrack-single-stim,s524
2855,2855,296,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,345426,probe,36.0,poldrack-single-stim,s524
2856,2856,299,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1056,,349977,probe,37.0,poldrack-single-stim,s524
2857,2857,302,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",404,,356431,probe,38.0,poldrack-single-stim,s524
2858,2858,305,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",600,,360573,probe,39.0,poldrack-single-stim,s524
2859,2859,306,,,,,dot_pattern_expectancy,-1.0,none,-1,,368077,rest_block,,poldrack-single-stim,s524
2860,2860,310,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",855,,375224,probe,0.0,poldrack-single-stim,s524
2861,2861,313,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1111,,379368,probe,1.0,poldrack-single-stim,s524
2862,2862,316,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,383375,probe,2.0,poldrack-single-stim,s524
2863,2863,319,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,387381,probe,3.0,poldrack-single-stim,s524
2864,2864,322,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",404,,391796,probe,4.0,poldrack-single-stim,s524
2865,2865,325,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",531,,395939,probe,5.0,poldrack-single-stim,s524
2866,2866,328,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,400489,probe,6.0,poldrack-single-stim,s524
2867,2867,331,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1046,,404768,probe,7.0,poldrack-single-stim,s524
2868,2868,334,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",407,,408775,probe,8.0,poldrack-single-stim,s524
2869,2869,337,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",372,,413462,probe,9.0,poldrack-single-stim,s524
2870,2870,340,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",482,,417469,probe,10.0,poldrack-single-stim,s524
2871,2871,343,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,423652,probe,11.0,poldrack-single-stim,s524
2872,2872,346,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",277,,427795,probe,12.0,poldrack-single-stim,s524
2873,2873,349,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,431937,probe,13.0,poldrack-single-stim,s524
2874,2874,352,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",302,,435942,probe,14.0,poldrack-single-stim,s524
2875,2875,355,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",935,,440356,probe,15.0,poldrack-single-stim,s524
2876,2876,358,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1613,,444497,probe,16.0,poldrack-single-stim,s524
2877,2877,361,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",311,,448505,probe,17.0,poldrack-single-stim,s524
2878,2878,364,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",311,,452920,probe,18.0,poldrack-single-stim,s524
2879,2879,367,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",702,,457607,probe,19.0,poldrack-single-stim,s524
2880,2880,370,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,461887,probe,20.0,poldrack-single-stim,s524
2881,2881,373,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",638,,465894,probe,21.0,poldrack-single-stim,s524
2882,2882,376,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",336,,469900,probe,22.0,poldrack-single-stim,s524
2883,2883,379,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,,474450,probe,23.0,poldrack-single-stim,s524
2884,2884,382,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,479816,probe,24.0,poldrack-single-stim,s524
2885,2885,385,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",312,,483823,probe,25.0,poldrack-single-stim,s524
2886,2886,388,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",322,,488102,probe,26.0,poldrack-single-stim,s524
2887,2887,391,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,492382,probe,27.0,poldrack-single-stim,s524
2888,2888,394,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",414,,497750,probe,28.0,poldrack-single-stim,s524
2889,2889,397,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1293,,502030,probe,29.0,poldrack-single-stim,s524
2890,2890,400,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,506171,probe,30.0,poldrack-single-stim,s524
2891,2891,403,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",778,,511131,probe,31.0,poldrack-single-stim,s524
2892,2892,406,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",457,,515275,probe,32.0,poldrack-single-stim,s524
2893,2893,409,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",1343,,519282,probe,33.0,poldrack-single-stim,s524
2894,2894,412,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",374,,523425,probe,34.0,poldrack-single-stim,s524
2895,2895,415,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",616,,527569,probe,35.0,poldrack-single-stim,s524
2896,2896,418,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,532255,probe,36.0,poldrack-single-stim,s524
2897,2897,421,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",704,,536260,probe,37.0,poldrack-single-stim,s524
2898,2898,424,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1330,,540404,probe,38.0,poldrack-single-stim,s524
2899,2899,427,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,544546,probe,39.0,poldrack-single-stim,s524
2900,2900,428,,,,,dot_pattern_expectancy,-1.0,none,-1,,552049,rest_block,,poldrack-single-stim,s524
2901,2901,432,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,559740,probe,0.0,poldrack-single-stim,s524
2902,2902,435,AY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,564564,probe,1.0,poldrack-single-stim,s524
2903,2903,438,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",669,,568707,probe,2.0,poldrack-single-stim,s524
2904,2904,441,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",296,,573121,probe,3.0,poldrack-single-stim,s524
2905,2905,444,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,579168,probe,4.0,poldrack-single-stim,s524
2906,2906,447,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",941,,583310,probe,5.0,poldrack-single-stim,s524
2907,2907,450,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",336,,587317,probe,6.0,poldrack-single-stim,s524
2908,2908,453,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",374,,591323,probe,7.0,poldrack-single-stim,s524
2909,2909,456,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,595601,probe,8.0,poldrack-single-stim,s524
2910,2910,459,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,600560,probe,9.0,poldrack-single-stim,s524
2911,2911,462,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",569,,604975,probe,10.0,poldrack-single-stim,s524
2912,2912,465,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",278,,609118,probe,11.0,poldrack-single-stim,s524
2913,2913,468,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",442,,613125,probe,12.0,poldrack-single-stim,s524
2914,2914,471,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",699,,617268,probe,13.0,poldrack-single-stim,s524
2915,2915,474,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,621412,probe,14.0,poldrack-single-stim,s524
2916,2916,477,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",317,,626372,probe,15.0,poldrack-single-stim,s524
2917,2917,480,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",429,,630379,probe,16.0,poldrack-single-stim,s524
2918,2918,483,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",894,,634386,probe,17.0,poldrack-single-stim,s524
2919,2919,486,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,638530,probe,18.0,poldrack-single-stim,s524
2920,2920,489,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,642672,probe,19.0,poldrack-single-stim,s524
2921,2921,492,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",975,,646815,probe,20.0,poldrack-single-stim,s524
2922,2922,495,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,,650822,probe,21.0,poldrack-single-stim,s524
2923,2923,498,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",430,,654829,probe,22.0,poldrack-single-stim,s524
2924,2924,501,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",471,,659109,probe,23.0,poldrack-single-stim,s524
2925,2925,504,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,663795,probe,24.0,poldrack-single-stim,s524
2926,2926,507,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",396,,668072,probe,25.0,poldrack-single-stim,s524
2927,2927,510,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",289,,672081,probe,26.0,poldrack-single-stim,s524
2928,2928,513,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,676088,probe,27.0,poldrack-single-stim,s524
2929,2929,516,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1210,,680230,probe,28.0,poldrack-single-stim,s524
2930,2930,519,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",386,,684917,probe,29.0,poldrack-single-stim,s524
2931,2931,522,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",920,,689740,probe,30.0,poldrack-single-stim,s524
2932,2932,525,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",299,,693884,probe,31.0,poldrack-single-stim,s524
2933,2933,528,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",444,,698572,probe,32.0,poldrack-single-stim,s524
2934,2934,531,AY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,703122,probe,33.0,poldrack-single-stim,s524
