,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_word,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
90,incongruent,1.0,82.0,test,stroop,82,"89,71,82",783,green,blue,,107128,stim,47.0,poldrack-single-stim,s525
91,incongruent,1.0,82.0,test,stroop,82,"89,71,82",491,green,blue,,109403,stim,48.0,poldrack-single-stim,s525
92,incongruent,1.0,82.0,test,stroop,82,"89,71,82",378,green,blue,,111406,stim,49.0,poldrack-single-stim,s525
93,congruent,1.0,71.0,test,stroop,71,"89,71,82",571,blue,blue,,113408,stim,50.0,poldrack-single-stim,s525
94,congruent,1.0,71.0,test,stroop,71,"89,71,82",425,blue,blue,,115411,stim,51.0,poldrack-single-stim,s525
95,incongruent,1.0,89.0,test,stroop,89,"89,71,82",838,red,green,,117414,stim,52.0,poldrack-single-stim,s525
96,congruent,1.0,89.0,test,stroop,89,"89,71,82",434,red,red,,119552,stim,53.0,poldrack-single-stim,s525
97,congruent,1.0,89.0,test,stroop,89,"89,71,82",363,red,red,,121555,stim,54.0,poldrack-single-stim,s525
98,incongruent,1.0,89.0,test,stroop,89,"89,71,82",425,red,green,,123558,stim,55.0,poldrack-single-stim,s525
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",521,blue,blue,,125697,stim,56.0,poldrack-single-stim,s525
100,incongruent,1.0,82.0,test,stroop,82,"89,71,82",674,green,red,,127699,stim,57.0,poldrack-single-stim,s525
101,incongruent,1.0,71.0,test,stroop,71,"89,71,82",649,blue,green,,129702,stim,58.0,poldrack-single-stim,s525
102,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1039,red,blue,,131841,stim,59.0,poldrack-single-stim,s525
103,congruent,1.0,82.0,test,stroop,82,"89,71,82",618,green,green,,133979,stim,60.0,poldrack-single-stim,s525
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",436,blue,blue,,136253,stim,61.0,poldrack-single-stim,s525
105,incongruent,1.0,89.0,test,stroop,89,"89,71,82",399,red,blue,,138937,stim,62.0,poldrack-single-stim,s525
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",530,blue,blue,,140940,stim,63.0,poldrack-single-stim,s525
107,congruent,1.0,89.0,test,stroop,89,"89,71,82",632,red,red,,142942,stim,64.0,poldrack-single-stim,s525
108,incongruent,1.0,71.0,test,stroop,71,"89,71,82",584,blue,red,,145217,stim,65.0,poldrack-single-stim,s525
109,incongruent,1.0,82.0,test,stroop,82,"89,71,82",558,green,blue,,147220,stim,66.0,poldrack-single-stim,s525
110,congruent,1.0,71.0,test,stroop,71,"89,71,82",512,blue,blue,,149223,stim,67.0,poldrack-single-stim,s525
111,incongruent,1.0,89.0,test,stroop,89,"89,71,82",466,red,blue,,151225,stim,68.0,poldrack-single-stim,s525
112,incongruent,1.0,71.0,test,stroop,71,"89,71,82",701,blue,green,,153228,stim,69.0,poldrack-single-stim,s525
113,incongruent,1.0,89.0,test,stroop,89,"89,71,82",633,red,blue,,155231,stim,70.0,poldrack-single-stim,s525
114,incongruent,1.0,82.0,test,stroop,82,"89,71,82",650,green,blue,,157234,stim,71.0,poldrack-single-stim,s525
115,congruent,1.0,89.0,test,stroop,89,"89,71,82",667,red,red,,159509,stim,72.0,poldrack-single-stim,s525
116,incongruent,1.0,71.0,test,stroop,71,"89,71,82",475,blue,red,,161511,stim,73.0,poldrack-single-stim,s525
117,congruent,1.0,82.0,test,stroop,82,"89,71,82",471,green,green,,163922,stim,74.0,poldrack-single-stim,s525
118,congruent,1.0,89.0,test,stroop,89,"89,71,82",545,red,red,,165925,stim,75.0,poldrack-single-stim,s525
119,congruent,1.0,82.0,test,stroop,82,"89,71,82",657,green,green,,168063,stim,76.0,poldrack-single-stim,s525
120,congruent,1.0,82.0,test,stroop,82,"89,71,82",676,green,green,,170066,stim,77.0,poldrack-single-stim,s525
121,congruent,1.0,82.0,test,stroop,82,"89,71,82",517,green,green,,172069,stim,78.0,poldrack-single-stim,s525
122,incongruent,1.0,71.0,test,stroop,71,"89,71,82",726,blue,red,,174072,stim,79.0,poldrack-single-stim,s525
123,congruent,1.0,71.0,test,stroop,71,"89,71,82",641,blue,blue,,176347,stim,80.0,poldrack-single-stim,s525
124,incongruent,1.0,82.0,test,stroop,82,"89,71,82",583,green,blue,,178349,stim,81.0,poldrack-single-stim,s525
125,incongruent,1.0,82.0,test,stroop,82,"89,71,82",924,green,red,,180624,stim,82.0,poldrack-single-stim,s525
126,incongruent,1.0,89.0,test,stroop,89,"89,71,82",815,red,green,,182899,stim,83.0,poldrack-single-stim,s525
127,incongruent,1.0,89.0,test,stroop,89,"89,71,82",596,red,blue,,184902,stim,84.0,poldrack-single-stim,s525
128,congruent,1.0,89.0,test,stroop,89,"89,71,82",431,red,red,,187584,stim,85.0,poldrack-single-stim,s525
129,incongruent,1.0,71.0,test,stroop,71,"89,71,82",619,blue,red,,189587,stim,86.0,poldrack-single-stim,s525
130,congruent,1.0,71.0,test,stroop,71,"89,71,82",557,blue,blue,,191862,stim,87.0,poldrack-single-stim,s525
131,congruent,1.0,89.0,test,stroop,89,"89,71,82",870,red,red,,193865,stim,88.0,poldrack-single-stim,s525
132,congruent,1.0,71.0,test,stroop,71,"89,71,82",625,blue,blue,,195869,stim,89.0,poldrack-single-stim,s525
133,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1350,red,green,,198144,stim,90.0,poldrack-single-stim,s525
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",858,green,green,,200283,stim,91.0,poldrack-single-stim,s525
135,congruent,1.0,89.0,test,stroop,89,"89,71,82",941,red,red,,202829,stim,92.0,poldrack-single-stim,s525
136,incongruent,1.0,89.0,test,stroop,89,"89,71,82",844,red,green,,205240,stim,93.0,poldrack-single-stim,s525
137,incongruent,1.0,71.0,test,stroop,71,"89,71,82",764,blue,green,,207242,stim,94.0,poldrack-single-stim,s525
138,incongruent,1.0,71.0,test,stroop,71,"89,71,82",920,blue,red,,209245,stim,95.0,poldrack-single-stim,s525
5,incongruent,0.0,71.0,practice,stroop,82,"89,71,82",950,blue,red,,-51907,stim,1.0,poldrack-categorize,s526
7,congruent,1.0,89.0,practice,stroop,89,"89,71,82",681,red,red,,-49651,stim,2.0,poldrack-categorize,s526
9,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",809,green,blue,,-47395,stim,3.0,poldrack-categorize,s526
11,congruent,1.0,82.0,practice,stroop,82,"89,71,82",825,green,green,,-45139,stim,4.0,poldrack-categorize,s526
13,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",730,blue,green,,-42884,stim,5.0,poldrack-categorize,s526
15,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",812,green,red,,-40629,stim,6.0,poldrack-categorize,s526
17,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",817,red,green,,-38372,stim,7.0,poldrack-categorize,s526
19,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",613,red,blue,,-36116,stim,8.0,poldrack-categorize,s526
21,congruent,0.0,71.0,practice,stroop,82,"89,71,82",773,blue,blue,,-33860,stim,9.0,poldrack-categorize,s526
43,incongruent,0.0,82.0,test,stroop,71,"89,71,82",1507,green,blue,,5510,stim,0.0,poldrack-single-stim,s526
44,congruent,1.0,71.0,test,stroop,71,"89,71,82",1685,blue,blue,,8057,stim,1.0,poldrack-single-stim,s526
45,congruent,1.0,82.0,test,stroop,82,"89,71,82",1070,green,green,,10195,stim,2.0,poldrack-single-stim,s526
46,congruent,0.0,82.0,test,stroop,71,"89,71,82",856,green,green,,12198,stim,3.0,poldrack-single-stim,s526
47,congruent,1.0,82.0,test,stroop,82,"89,71,82",747,green,green,,14201,stim,4.0,poldrack-single-stim,s526
48,congruent,1.0,82.0,test,stroop,82,"89,71,82",705,green,green,,16475,stim,5.0,poldrack-single-stim,s526
49,incongruent,1.0,71.0,test,stroop,71,"89,71,82",746,blue,green,,18477,stim,6.0,poldrack-single-stim,s526
50,congruent,1.0,82.0,test,stroop,82,"89,71,82",788,green,green,,20480,stim,7.0,poldrack-single-stim,s526
51,incongruent,1.0,71.0,test,stroop,71,"89,71,82",858,blue,green,,22618,stim,8.0,poldrack-single-stim,s526
52,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1053,green,blue,,24621,stim,9.0,poldrack-single-stim,s526
53,incongruent,1.0,82.0,test,stroop,82,"89,71,82",968,green,blue,,26895,stim,10.0,poldrack-single-stim,s526
54,congruent,1.0,89.0,test,stroop,89,"89,71,82",511,red,red,,29033,stim,11.0,poldrack-single-stim,s526
55,incongruent,1.0,71.0,test,stroop,71,"89,71,82",785,blue,red,,31444,stim,12.0,poldrack-single-stim,s526
56,congruent,1.0,82.0,test,stroop,82,"89,71,82",853,green,green,,33447,stim,13.0,poldrack-single-stim,s526
57,congruent,1.0,71.0,test,stroop,71,"89,71,82",733,blue,blue,,35451,stim,14.0,poldrack-single-stim,s526
58,incongruent,1.0,71.0,test,stroop,71,"89,71,82",733,blue,red,,38268,stim,15.0,poldrack-single-stim,s526
59,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1081,blue,red,,40271,stim,16.0,poldrack-single-stim,s526
60,incongruent,1.0,89.0,test,stroop,89,"89,71,82",839,red,green,,42275,stim,17.0,poldrack-single-stim,s526
61,congruent,1.0,89.0,test,stroop,89,"89,71,82",683,red,red,,44414,stim,18.0,poldrack-single-stim,s526
62,congruent,1.0,89.0,test,stroop,89,"89,71,82",585,red,red,,46416,stim,19.0,poldrack-single-stim,s526
63,incongruent,1.0,82.0,test,stroop,82,"89,71,82",721,green,red,,48419,stim,20.0,poldrack-single-stim,s526
64,congruent,1.0,89.0,test,stroop,89,"89,71,82",480,red,red,,50422,stim,21.0,poldrack-single-stim,s526
65,incongruent,1.0,71.0,test,stroop,71,"89,71,82",709,blue,red,,52425,stim,22.0,poldrack-single-stim,s526
66,congruent,1.0,71.0,test,stroop,71,"89,71,82",1130,blue,blue,,54427,stim,23.0,poldrack-single-stim,s526
67,incongruent,0.0,82.0,test,stroop,89,"89,71,82",671,green,red,,56430,stim,24.0,poldrack-single-stim,s526
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",678,red,red,,58433,stim,25.0,poldrack-single-stim,s526
69,incongruent,1.0,89.0,test,stroop,89,"89,71,82",730,red,green,,60707,stim,26.0,poldrack-single-stim,s526
70,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1051,green,red,,62710,stim,27.0,poldrack-single-stim,s526
71,congruent,1.0,89.0,test,stroop,89,"89,71,82",592,red,red,,64849,stim,28.0,poldrack-single-stim,s526
72,congruent,1.0,82.0,test,stroop,82,"89,71,82",829,green,green,,66851,stim,29.0,poldrack-single-stim,s526
73,congruent,1.0,71.0,test,stroop,71,"89,71,82",763,blue,blue,,68990,stim,30.0,poldrack-single-stim,s526
74,congruent,1.0,82.0,test,stroop,82,"89,71,82",837,green,green,,70993,stim,31.0,poldrack-single-stim,s526
75,congruent,1.0,89.0,test,stroop,89,"89,71,82",482,red,red,,72995,stim,32.0,poldrack-single-stim,s526
76,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1007,green,blue,,74998,stim,33.0,poldrack-single-stim,s526
77,incongruent,1.0,89.0,test,stroop,89,"89,71,82",895,red,green,,77273,stim,34.0,poldrack-single-stim,s526
78,incongruent,1.0,71.0,test,stroop,71,"89,71,82",719,blue,red,,79276,stim,35.0,poldrack-single-stim,s526
79,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1325,green,blue,,81414,stim,36.0,poldrack-single-stim,s526
80,congruent,1.0,82.0,test,stroop,82,"89,71,82",670,green,green,,83825,stim,37.0,poldrack-single-stim,s526
81,incongruent,1.0,89.0,test,stroop,89,"89,71,82",726,red,green,,86100,stim,38.0,poldrack-single-stim,s526
82,congruent,1.0,71.0,test,stroop,71,"89,71,82",582,blue,blue,,88783,stim,39.0,poldrack-single-stim,s526
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",509,green,green,,90786,stim,40.0,poldrack-single-stim,s526
84,congruent,1.0,89.0,test,stroop,89,"89,71,82",441,red,red,,93196,stim,41.0,poldrack-single-stim,s526
85,congruent,1.0,89.0,test,stroop,89,"89,71,82",611,red,red,,95334,stim,42.0,poldrack-single-stim,s526
86,incongruent,1.0,82.0,test,stroop,82,"89,71,82",696,green,blue,,98017,stim,43.0,poldrack-single-stim,s526
87,incongruent,1.0,89.0,test,stroop,89,"89,71,82",668,red,blue,,100018,stim,44.0,poldrack-single-stim,s526
88,incongruent,1.0,89.0,test,stroop,89,"89,71,82",955,red,blue,,102157,stim,45.0,poldrack-single-stim,s526
89,congruent,1.0,71.0,test,stroop,71,"89,71,82",680,blue,blue,,105112,stim,46.0,poldrack-single-stim,s526
90,incongruent,1.0,89.0,test,stroop,89,"89,71,82",728,red,blue,,107114,stim,47.0,poldrack-single-stim,s526
91,incongruent,1.0,89.0,test,stroop,89,"89,71,82",640,red,green,,109389,stim,48.0,poldrack-single-stim,s526
92,incongruent,1.0,82.0,test,stroop,82,"89,71,82",971,green,red,,111392,stim,49.0,poldrack-single-stim,s526
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",764,red,red,,113394,stim,50.0,poldrack-single-stim,s526
94,congruent,1.0,71.0,test,stroop,71,"89,71,82",695,blue,blue,,115397,stim,51.0,poldrack-single-stim,s526
95,incongruent,1.0,71.0,test,stroop,71,"89,71,82",903,blue,red,,117400,stim,52.0,poldrack-single-stim,s526
96,congruent,1.0,71.0,test,stroop,71,"89,71,82",601,blue,blue,,119539,stim,53.0,poldrack-single-stim,s526
97,congruent,1.0,89.0,test,stroop,89,"89,71,82",709,red,red,,121542,stim,54.0,poldrack-single-stim,s526
98,incongruent,1.0,71.0,test,stroop,71,"89,71,82",745,blue,red,,123544,stim,55.0,poldrack-single-stim,s526
99,congruent,1.0,82.0,test,stroop,82,"89,71,82",619,green,green,,125683,stim,56.0,poldrack-single-stim,s526
100,incongruent,1.0,71.0,test,stroop,71,"89,71,82",949,blue,green,,127686,stim,57.0,poldrack-single-stim,s526
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",993,green,red,,129689,stim,58.0,poldrack-single-stim,s526
102,incongruent,1.0,89.0,test,stroop,89,"89,71,82",638,red,blue,,131827,stim,59.0,poldrack-single-stim,s526
103,congruent,1.0,82.0,test,stroop,82,"89,71,82",856,green,green,,133965,stim,60.0,poldrack-single-stim,s526
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",650,blue,blue,,136241,stim,61.0,poldrack-single-stim,s526
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",744,green,red,,138923,stim,62.0,poldrack-single-stim,s526
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",627,blue,blue,,140926,stim,63.0,poldrack-single-stim,s526
107,congruent,1.0,82.0,test,stroop,82,"89,71,82",661,green,green,,142928,stim,64.0,poldrack-single-stim,s526
108,incongruent,1.0,89.0,test,stroop,89,"89,71,82",671,red,green,,145203,stim,65.0,poldrack-single-stim,s526
109,incongruent,1.0,71.0,test,stroop,71,"89,71,82",755,blue,green,,147206,stim,66.0,poldrack-single-stim,s526
110,congruent,1.0,71.0,test,stroop,71,"89,71,82",666,blue,blue,,149209,stim,67.0,poldrack-single-stim,s526
111,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1004,green,blue,,151212,stim,68.0,poldrack-single-stim,s526
112,incongruent,1.0,71.0,test,stroop,71,"89,71,82",716,blue,green,,153215,stim,69.0,poldrack-single-stim,s526
113,incongruent,1.0,89.0,test,stroop,89,"89,71,82",887,red,blue,,155218,stim,70.0,poldrack-single-stim,s526
114,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1214,blue,red,,157220,stim,71.0,poldrack-single-stim,s526
115,congruent,1.0,89.0,test,stroop,89,"89,71,82",656,red,red,,159495,stim,72.0,poldrack-single-stim,s526
116,incongruent,1.0,82.0,test,stroop,82,"89,71,82",859,green,red,,161498,stim,73.0,poldrack-single-stim,s526
117,congruent,1.0,71.0,test,stroop,71,"89,71,82",778,blue,blue,,163908,stim,74.0,poldrack-single-stim,s526
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",723,blue,blue,,165911,stim,75.0,poldrack-single-stim,s526
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",580,blue,blue,,168050,stim,76.0,poldrack-single-stim,s526
120,congruent,1.0,89.0,test,stroop,89,"89,71,82",680,red,red,,170052,stim,77.0,poldrack-single-stim,s526
121,congruent,1.0,89.0,test,stroop,89,"89,71,82",644,red,red,,172055,stim,78.0,poldrack-single-stim,s526
122,incongruent,1.0,89.0,test,stroop,89,"89,71,82",746,red,green,,174056,stim,79.0,poldrack-single-stim,s526
123,congruent,1.0,82.0,test,stroop,82,"89,71,82",653,green,green,,176331,stim,80.0,poldrack-single-stim,s526
124,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1053,red,blue,,178334,stim,81.0,poldrack-single-stim,s526
125,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1100,blue,green,,180610,stim,82.0,poldrack-single-stim,s526
126,incongruent,1.0,82.0,test,stroop,82,"89,71,82",922,green,red,,182885,stim,83.0,poldrack-single-stim,s526
127,incongruent,1.0,89.0,test,stroop,89,"89,71,82",690,red,blue,,184888,stim,84.0,poldrack-single-stim,s526
128,congruent,1.0,71.0,test,stroop,71,"89,71,82",719,blue,blue,,187570,stim,85.0,poldrack-single-stim,s526
129,incongruent,1.0,71.0,test,stroop,71,"89,71,82",821,blue,green,,189573,stim,86.0,poldrack-single-stim,s526
130,congruent,1.0,89.0,test,stroop,89,"89,71,82",630,red,red,,191848,stim,87.0,poldrack-single-stim,s526
131,congruent,1.0,89.0,test,stroop,89,"89,71,82",715,red,red,,193851,stim,88.0,poldrack-single-stim,s526
132,congruent,1.0,71.0,test,stroop,71,"89,71,82",668,blue,blue,,195855,stim,89.0,poldrack-single-stim,s526
133,incongruent,1.0,89.0,test,stroop,89,"89,71,82",798,red,blue,,198128,stim,90.0,poldrack-single-stim,s526
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",862,green,green,,200266,stim,91.0,poldrack-single-stim,s526
135,congruent,1.0,82.0,test,stroop,82,"89,71,82",624,green,green,,202813,stim,92.0,poldrack-single-stim,s526
136,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1109,blue,green,,205224,stim,93.0,poldrack-single-stim,s526
137,incongruent,1.0,89.0,test,stroop,89,"89,71,82",711,red,green,,207227,stim,94.0,poldrack-single-stim,s526
138,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1430,green,blue,,209229,stim,95.0,poldrack-single-stim,s526
5,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",1209,blue,green,,-80592,stim,1.0,poldrack-categorize,s546
7,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",693,blue,red,,-78336,stim,2.0,poldrack-categorize,s546
9,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",602,red,green,,-76080,stim,3.0,poldrack-categorize,s546
11,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",696,red,blue,,-73824,stim,4.0,poldrack-categorize,s546
13,congruent,1.0,71.0,practice,stroop,71,"89,71,82",647,blue,blue,,-71568,stim,5.0,poldrack-categorize,s546
15,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",467,green,red,,-69314,stim,6.0,poldrack-categorize,s546
17,congruent,1.0,82.0,practice,stroop,82,"89,71,82",646,green,green,,-67058,stim,7.0,poldrack-categorize,s546
19,congruent,1.0,89.0,practice,stroop,89,"89,71,82",575,red,red,,-64802,stim,8.0,poldrack-categorize,s546
21,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",979,green,blue,,-62545,stim,9.0,poldrack-categorize,s546
43,congruent,1.0,82.0,test,stroop,82,"89,71,82",977,green,green,,5781,stim,0.0,poldrack-single-stim,s546
44,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1028,red,green,,7784,stim,1.0,poldrack-single-stim,s546
45,congruent,1.0,82.0,test,stroop,82,"89,71,82",645,green,green,,10194,stim,2.0,poldrack-single-stim,s546
46,congruent,1.0,71.0,test,stroop,71,"89,71,82",670,blue,blue,,12197,stim,3.0,poldrack-single-stim,s546
47,congruent,1.0,89.0,test,stroop,89,"89,71,82",452,red,red,,14336,stim,4.0,poldrack-single-stim,s546
48,congruent,1.0,82.0,test,stroop,82,"89,71,82",653,green,green,,16338,stim,5.0,poldrack-single-stim,s546
49,congruent,1.0,82.0,test,stroop,82,"89,71,82",521,green,green,,18341,stim,6.0,poldrack-single-stim,s546
50,incongruent,1.0,89.0,test,stroop,89,"89,71,82",695,red,green,,20344,stim,7.0,poldrack-single-stim,s546
51,congruent,1.0,71.0,test,stroop,71,"89,71,82",460,blue,blue,,22618,stim,8.0,poldrack-single-stim,s546
52,incongruent,1.0,89.0,test,stroop,89,"89,71,82",576,red,blue,,24620,stim,9.0,poldrack-single-stim,s546
53,incongruent,1.0,89.0,test,stroop,89,"89,71,82",666,red,blue,,26894,stim,10.0,poldrack-single-stim,s546
54,incongruent,1.0,89.0,test,stroop,89,"89,71,82",812,red,green,,29168,stim,11.0,poldrack-single-stim,s546
55,incongruent,1.0,89.0,test,stroop,89,"89,71,82",531,red,blue,,31170,stim,12.0,poldrack-single-stim,s546
56,congruent,1.0,82.0,test,stroop,82,"89,71,82",869,green,green,,33853,stim,13.0,poldrack-single-stim,s546
57,incongruent,1.0,89.0,test,stroop,89,"89,71,82",967,red,blue,,35854,stim,14.0,poldrack-single-stim,s546
58,congruent,1.0,71.0,test,stroop,71,"89,71,82",862,blue,blue,,38129,stim,15.0,poldrack-single-stim,s546
59,congruent,1.0,89.0,test,stroop,89,"89,71,82",883,red,red,,40131,stim,16.0,poldrack-single-stim,s546
60,congruent,1.0,82.0,test,stroop,82,"89,71,82",861,green,green,,42134,stim,17.0,poldrack-single-stim,s546
61,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1130,green,blue,,44408,stim,18.0,poldrack-single-stim,s546
62,congruent,1.0,89.0,test,stroop,89,"89,71,82",760,red,red,,46547,stim,19.0,poldrack-single-stim,s546
63,congruent,1.0,71.0,test,stroop,71,"89,71,82",975,blue,blue,,49093,stim,20.0,poldrack-single-stim,s546
64,incongruent,1.0,71.0,test,stroop,71,"89,71,82",748,blue,red,,51503,stim,21.0,poldrack-single-stim,s546
65,incongruent,1.0,82.0,test,stroop,82,"89,71,82",838,green,red,,53505,stim,22.0,poldrack-single-stim,s546
66,incongruent,1.0,89.0,test,stroop,89,"89,71,82",865,red,green,,55507,stim,23.0,poldrack-single-stim,s546
67,incongruent,1.0,82.0,test,stroop,82,"89,71,82",807,green,red,,57510,stim,24.0,poldrack-single-stim,s546
68,congruent,1.0,71.0,test,stroop,71,"89,71,82",667,blue,blue,,60056,stim,25.0,poldrack-single-stim,s546
69,congruent,1.0,89.0,test,stroop,89,"89,71,82",741,red,red,,62194,stim,26.0,poldrack-single-stim,s546
70,congruent,1.0,71.0,test,stroop,71,"89,71,82",894,blue,blue,,64196,stim,27.0,poldrack-single-stim,s546
71,congruent,1.0,71.0,test,stroop,71,"89,71,82",1198,blue,blue,,66199,stim,28.0,poldrack-single-stim,s546
72,congruent,1.0,89.0,test,stroop,89,"89,71,82",851,red,red,,68474,stim,29.0,poldrack-single-stim,s546
73,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1090,red,blue,,70476,stim,30.0,poldrack-single-stim,s546
74,congruent,1.0,82.0,test,stroop,82,"89,71,82",707,green,green,,72478,stim,31.0,poldrack-single-stim,s546
75,incongruent,1.0,89.0,test,stroop,89,"89,71,82",838,red,green,,74616,stim,32.0,poldrack-single-stim,s546
76,incongruent,1.0,71.0,test,stroop,71,"89,71,82",611,blue,red,,76618,stim,33.0,poldrack-single-stim,s546
77,incongruent,1.0,82.0,test,stroop,82,"89,71,82",848,green,blue,,78894,stim,34.0,poldrack-single-stim,s546
78,congruent,1.0,71.0,test,stroop,71,"89,71,82",956,blue,blue,,81033,stim,35.0,poldrack-single-stim,s546
79,incongruent,1.0,89.0,test,stroop,89,"89,71,82",904,red,green,,83444,stim,36.0,poldrack-single-stim,s546
80,congruent,1.0,82.0,test,stroop,82,"89,71,82",907,green,green,,85445,stim,37.0,poldrack-single-stim,s546
81,congruent,1.0,71.0,test,stroop,71,"89,71,82",1045,blue,blue,,87447,stim,38.0,poldrack-single-stim,s546
82,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1359,blue,green,,90265,stim,39.0,poldrack-single-stim,s546
83,incongruent,1.0,89.0,test,stroop,89,"89,71,82",670,red,green,,92267,stim,40.0,poldrack-single-stim,s546
84,incongruent,1.0,82.0,test,stroop,82,"89,71,82",813,green,red,,94269,stim,41.0,poldrack-single-stim,s546
85,congruent,1.0,89.0,test,stroop,89,"89,71,82",715,red,red,,96407,stim,42.0,poldrack-single-stim,s546
86,congruent,1.0,71.0,test,stroop,71,"89,71,82",821,blue,blue,,98409,stim,43.0,poldrack-single-stim,s546
87,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1343,green,blue,,100411,stim,44.0,poldrack-single-stim,s546
88,congruent,1.0,82.0,test,stroop,82,"89,71,82",613,green,green,,102414,stim,45.0,poldrack-single-stim,s546
89,incongruent,1.0,82.0,test,stroop,82,"89,71,82",926,green,blue,,104416,stim,46.0,poldrack-single-stim,s546
90,congruent,1.0,82.0,test,stroop,82,"89,71,82",552,green,green,,106418,stim,47.0,poldrack-single-stim,s546
91,incongruent,1.0,71.0,test,stroop,71,"89,71,82",768,blue,red,,108421,stim,48.0,poldrack-single-stim,s546
92,congruent,1.0,89.0,test,stroop,89,"89,71,82",648,red,red,,110422,stim,49.0,poldrack-single-stim,s546
93,incongruent,1.0,71.0,test,stroop,71,"89,71,82",624,blue,red,,112696,stim,50.0,poldrack-single-stim,s546
94,incongruent,1.0,82.0,test,stroop,82,"89,71,82",748,green,red,,114699,stim,51.0,poldrack-single-stim,s546
95,congruent,1.0,71.0,test,stroop,71,"89,71,82",437,blue,blue,,116838,stim,52.0,poldrack-single-stim,s546
96,congruent,1.0,89.0,test,stroop,89,"89,71,82",339,red,red,,118840,stim,53.0,poldrack-single-stim,s546
97,congruent,1.0,82.0,test,stroop,82,"89,71,82",727,green,green,,120979,stim,54.0,poldrack-single-stim,s546
98,congruent,1.0,89.0,test,stroop,89,"89,71,82",606,red,red,,122981,stim,55.0,poldrack-single-stim,s546
99,congruent,1.0,82.0,test,stroop,82,"89,71,82",988,green,green,,124983,stim,56.0,poldrack-single-stim,s546
100,incongruent,1.0,82.0,test,stroop,82,"89,71,82",869,green,red,,126985,stim,57.0,poldrack-single-stim,s546
101,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1256,red,blue,,129259,stim,58.0,poldrack-single-stim,s546
102,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1121,green,blue,,131261,stim,59.0,poldrack-single-stim,s546
103,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1313,blue,green,,133399,stim,60.0,poldrack-single-stim,s546
104,congruent,1.0,82.0,test,stroop,82,"89,71,82",869,green,green,,135810,stim,61.0,poldrack-single-stim,s546
105,incongruent,1.0,71.0,test,stroop,71,"89,71,82",936,blue,green,,138084,stim,62.0,poldrack-single-stim,s546
106,congruent,1.0,89.0,test,stroop,89,"89,71,82",542,red,red,,140765,stim,63.0,poldrack-single-stim,s546
107,congruent,1.0,71.0,test,stroop,71,"89,71,82",804,blue,blue,,142767,stim,64.0,poldrack-single-stim,s546
108,congruent,1.0,89.0,test,stroop,89,"89,71,82",842,red,red,,145178,stim,65.0,poldrack-single-stim,s546
109,congruent,1.0,71.0,test,stroop,71,"89,71,82",1316,blue,blue,,147317,stim,66.0,poldrack-single-stim,s546
