,ANT_acc,discountFix_acc,DPX_acc,motorSelectiveStop_acc,stopSignal_acc,twoByTwo_acc,stroop_acc,WATT_acc,CCTHot_acc
s601,-2.717781237346801,-1.2228672063561854,0.5147477672049108,1.1564559888571746,0.2159684999315825,-0.06822270808368357,-0.3144869662740532,0.9163165486157527,-0.5673943470412942
s602,-1.1385725125853605,-1.3800821684574063,-1.3537533775584394,-0.6933148902127308,-0.7708726825187925,-0.5962067702171389,-0.3144869662740532,-1.4030885747137012,-0.6001141114320648
s604,0.9294786119629231,-0.8699061045179706,-1.0008064434611839,-1.5705714923620084,0.5222666938231969,1.3146475421991464,-1.0789140534135873,0.9163165486157527,-0.34978799444272074
s605,0.39531859740044956,1.3300343502583913,1.2257264388931743,0.38521335901498965,-0.3216318392444651,-0.6538190614069541,-0.06527124266747343,0.24336358945361034,0.07919767746091329
s606,-0.8308775589364197,0.6959110375098966,-0.060194904676899995,0.38521335901498965,-0.5564765373141702,-0.4756706002280038,-0.3144869662740532,-1.954884009641919,0.1525726814736532
s608,-0.47710214766797915,1.3300343502583913,0.30926251699746865,-1.348802377066487,-0.3216318392444651,-0.8675774935942058,-2.296454653691748,0.24336358945361034,0.5959230234879123
s610,0.9294786119629231,0.689969034420372,-0.060194904676899995,-0.20588274815962787,0.2159684999315825,0.9901914468774361,0.5202858179902091,0.718387044273771,-1.5947439000393742
s611,-0.8308775589364197,0.47125758920800326,0.11791155700235556,-1.5705714923620084,-1.1443006073042221,0.08418351752955992,0.5202858179902091,-0.7882281574111553,0.1257076792157191
s612,0.9294786119629231,0.9940462491457394,0.7353105723455459,-1.348802377066487,-0.06472277152049621,-1.261823273833811,-0.7387355421888411,0.32783848296238016,-0.6858806694262091
s613,-2.2934226910706066,0.1787111794907469,-2.23384711237351,-1.3656528414012663,-2.0021687678935636,-1.7751601409803632,-1.3503016230262617,0.3762653454149275,-1.146000504957047
